beta_e_phys,gamma_exch_phys,gamma_drain_phys,D_over_H,Y_p,Li7_over_H,Be7_over_H,Li_total_over_H,screening_eff,capture_eff,beta_response_ok,exchange_response_ok,drain_response_ok,chi_D,chi_Y,chi_Li7,chi_Li_total,passes_D,passes_Y,Li7_OK,Li_total_OK,A7_flipped,ACCEPTED,chi_sum
0.7,0.5,0.0,2.5307905000000002e-05,0.24330000000000002,1.5015e-10,0.0,1.5015e-10,0.94,0.91,True,True,True,0.12635000000000712,0.07499999999999868,1.0075000000000003,1.0075000000000003,True,True,False,False,True,False,2.2163500000000065
0.7,0.5,0.05,2.5307905000000002e-05,0.24330000000000002,1.416509433962264e-10,0.0,1.416509433962264e-10,0.94,0.91,True,True,True,0.12635000000000712,0.07499999999999868,0.5825471698113203,0.5825471698113203,True,True,True,True,True,True,1.3664443396226464
0.7,0.5,0.1,2.5307905000000002e-05,0.24330000000000002,1.3406249999999997e-10,0.0,1.3406249999999997e-10,0.94,0.91,True,True,True,0.12635000000000712,0.07499999999999868,0.203124999999999,0.203124999999999,True,True,True,True,True,True,0.6076000000000038
0.7,0.5,0.15,2.5307905000000002e-05,0.24330000000000002,1.2724576271186442e-10,0.0,1.2724576271186442e-10,0.94,0.91,True,True,True,0.12635000000000712,0.07499999999999868,0.13771186440677854,0.13771186440677854,True,True,True,True,True,True,0.47677372881356284
0.7,0.5,0.2,2.5307905000000002e-05,0.24330000000000002,1.2108870967741935e-10,0.0,1.2108870967741935e-10,0.94,0.91,True,True,True,0.12635000000000712,0.07499999999999868,0.44556451612903225,0.44556451612903225,True,True,True,True,True,True,1.0924790322580704
0.7,0.5,0.25,2.5307905000000002e-05,0.24330000000000002,1.1549999999999999e-10,0.0,1.1549999999999999e-10,0.94,0.91,True,True,True,0.12635000000000712,0.07499999999999868,0.7250000000000001,0.7250000000000001,True,True,True,True,True,True,1.651350000000006
0.7,0.5,0.3,2.5307905000000002e-05,0.24330000000000002,1.1040441176470589e-10,0.0,1.1040441176470589e-10,0.94,0.91,True,True,True,0.12635000000000712,0.07499999999999868,0.979779411764705,0.979779411764705,True,True,True,True,True,True,2.1609088235294154
0.7,0.5,0.35,2.5307905000000002e-05,0.24330000000000002,1.0573943661971831e-10,0.0,1.0573943661971831e-10,0.94,0.91,True,True,True,0.12635000000000712,0.07499999999999868,1.213028169014084,1.213028169014084,True,True,False,False,True,False,2.627406338028174
0.7,0.5,0.4,2.5307905000000002e-05,0.24330000000000002,1.014527027027027e-10,0.0,1.014527027027027e-10,0.94,0.91,True,True,True,0.12635000000000712,0.07499999999999868,1.4273648648648645,1.4273648648648645,True,True,False,False,True,False,3.056079729729735
0.7,0.5,0.45,2.5307905000000002e-05,0.24330000000000002,9.75e-11,0.0,9.75e-11,0.94,0.91,True,True,True,0.12635000000000712,0.07499999999999868,1.6249999999999996,1.6249999999999996,True,True,False,False,True,False,3.451350000000005
0.7,0.5,0.5,2.5307905000000002e-05,0.24330000000000002,9.384374999999999e-11,0.0,9.384374999999999e-11,0.94,0.91,True,True,True,0.12635000000000712,0.07499999999999868,1.8078125000000003,1.8078125000000003,True,True,False,False,True,False,3.8169750000000064
0.7,0.5,0.55,2.5307905000000002e-05,0.24330000000000002,9.045180722891565e-11,0.0,9.045180722891565e-11,0.94,0.91,True,True,True,0.12635000000000712,0.07499999999999868,1.977409638554217,1.977409638554217,True,True,False,False,True,False,4.1561692771084395
0.7,0.5,0.6,2.5307905000000002e-05,0.24330000000000002,8.729651162790697e-11,0.0,8.729651162790697e-11,0.94,0.91,True,True,True,0.12635000000000712,0.07499999999999868,2.135174418604651,2.135174418604651,True,True,False,False,True,False,4.471698837209308
0.7,0.5,0.65,2.5307905000000002e-05,0.24330000000000002,8.435393258426966e-11,0.0,8.435393258426966e-11,0.94,0.91,True,True,True,0.12635000000000712,0.07499999999999868,2.282303370786517,2.282303370786517,True,True,False,False,True,False,4.7659567415730395
