beta_e_phys,gamma_exch_phys,gamma_drain_phys,D_over_H,Y_p,Li7_over_H,Be7_over_H,Li_total_over_H,screening_eff,capture_eff,beta_response_ok,exchange_response_ok,drain_response_ok,chi_D,chi_Y,chi_Li7,chi_Li_total,passes_D,passes_Y,Li7_OK,Li_total_OK,A7_flipped,ACCEPTED,chi_sum
0.98,1.12,0.64,2.5272527e-05,0.24358000000000002,1.3110904977375564e-10,0.0,1.3110904977375564e-10,0.996,0.994,True,True,True,0.008423333333330797,0.0049999999999980616,0.05545248868778253,0.05545248868778253,True,True,True,True,True,True,0.12432831070889391
0.98,1.12,0.65,2.5272527e-05,0.24358000000000002,1.3022516853932585e-10,0.0,1.3022516853932585e-10,0.996,0.994,True,True,True,0.008423333333330797,0.0049999999999980616,0.011258426966292725,0.011258426966292725,True,True,True,True,True,True,0.0359401872659143
0.98,1.12,0.66,2.5272527e-05,0.24358000000000002,1.2935312499999999e-10,0.0,1.2935312499999999e-10,0.996,0.994,True,True,True,0.008423333333330797,0.0049999999999980616,0.032343750000000226,0.032343750000000226,True,True,True,True,True,True,0.07811083333332931
0.98,1.12,0.67,2.5272527e-05,0.24358000000000002,1.2849268292682925e-10,0.0,1.2849268292682925e-10,0.996,0.994,True,True,True,0.008423333333330797,0.0049999999999980616,0.07536585365853707,0.07536585365853707,True,True,True,True,True,True,0.16415504065040298
0.98,1.12,0.68,2.5272527e-05,0.24358000000000002,1.2764361233480174e-10,0.0,1.2764361233480174e-10,0.996,0.994,True,True,True,0.008423333333330797,0.0049999999999980616,0.11781938325991238,0.11781938325991238,True,True,True,True,True,True,0.24906209985315364
0.98,1.12,0.69,2.5272527e-05,0.24358000000000002,1.2680568927789935e-10,0.0,1.2680568927789935e-10,0.996,0.994,True,True,True,0.008423333333330797,0.0049999999999980616,0.15971553610503195,0.15971553610503195,True,True,True,True,True,True,0.33285440554339274
0.98,1.12,0.7,2.5272527e-05,0.24358000000000002,1.2597869565217392e-10,0.0,1.2597869565217392e-10,0.996,0.994,True,True,True,0.008423333333330797,0.0049999999999980616,0.20106521739130337,0.20106521739130337,True,True,True,True,True,True,0.4155537681159356
0.98,1.13,0.6,2.5272527e-05,0.24358000000000002,1.3540360465116276e-10,0.0,1.3540360465116276e-10,0.996,0.994,True,True,True,0.008423333333330797,0.0049999999999980616,0.27018023255813856,0.27018023255813856,True,True,True,True,True,True,0.5537837984496059
0.98,1.13,0.61,2.5272527e-05,0.24358000000000002,1.3446547344110853e-10,0.0,1.3446547344110853e-10,0.996,0.994,True,True,True,0.008423333333330797,0.0049999999999980616,0.223273672055427,0.223273672055427,True,True,True,True,True,True,0.45997067744418285
0.98,1.13,0.62,2.5272527e-05,0.24358000000000002,1.3354025229357796e-10,0.0,1.3354025229357796e-10,0.996,0.994,True,True,True,0.008423333333330797,0.0049999999999980616,0.17701261467889828,0.17701261467889828,True,True,True,True,True,True,0.3674485626911254
