beta_e_phys,gamma_exch_phys,gamma_drain_phys,B_eff,E_ind,em_scale,be7_scale,D_over_H,Y_p,Li7_over_H,Be7_over_H,Li_total_over_H,screening_eff,capture_eff,beta_response_ok,exchange_response_ok,drain_response_ok,chi_D,chi_Y,chi_Li7,chi_Li_total,passes_D,passes_Y,passes_Li7,passes_Li_total,passes_all,chi_sum,em_softness
0.96,1.05,0.72,0.0,0.0,1.0,1.0,2.5275054e-05,0.24356,1.1952467811158797e-10,0.0,1.1952467811158797e-10,0.992,0.988,True,True,True,0.016846666666661594,0.010000000000003062,0.5237660944206008,0.5237660944206008,True,True,True,True,True,1.0743788555078664,1.0
0.96,1.07,0.56,0.0,0.0,1.0,1.0,2.5275054e-05,0.24356,1.3455e-10,0.0,1.3455e-10,0.992,0.988,True,True,True,0.016846666666661594,0.010000000000003062,0.2275,0.2275,True,True,True,True,True,0.48184666666666465,1.0
0.96,1.07,0.58,0.0,0.0,1.0,1.0,2.5275054e-05,0.24356,1.3264599056603776e-10,0.0,1.3264599056603776e-10,0.992,0.988,True,True,True,0.016846666666661594,0.010000000000003062,0.13229952830188824,0.13229952830188824,True,True,True,True,True,0.29144572327044116,1.0
0.96,1.07,0.6,0.0,0.0,1.0,1.0,2.5275054e-05,0.24356,1.3079511627906978e-10,0.0,1.3079511627906978e-10,0.992,0.988,True,True,True,0.016846666666661594,0.010000000000003062,0.03975581395348929,0.03975581395348929,True,True,True,True,True,0.10635829457364324,1.0
0.96,1.07,0.62,0.0,0.0,1.0,1.0,2.5275054e-05,0.24356,1.2899518348623854e-10,0.0,1.2899518348623854e-10,0.992,0.988,True,True,True,0.016846666666661594,0.010000000000003062,0.05024082568807249,0.05024082568807249,True,True,True,True,True,0.12732831804280964,1.0
0.96,1.07,0.64,0.0,0.0,1.0,1.0,2.5275054e-05,0.24356,1.2724411764705884e-10,0.0,1.2724411764705884e-10,0.992,0.988,True,True,True,0.016846666666661594,0.010000000000003062,0.13779411764705762,0.13779411764705762,True,True,True,True,True,0.30243490196077993,1.0
0.96,1.07,0.66,0.0,0.0,1.0,1.0,2.5275054e-05,0.24356,1.2553995535714285e-10,0.0,1.2553995535714285e-10,0.992,0.988,True,True,True,0.016846666666661594,0.010000000000003062,0.2230022321428571,0.2230022321428571,True,True,True,True,True,0.47285113095237885,1.0
0.96,1.07,0.68,0.0,0.0,1.0,1.0,2.5275054e-05,0.24356,1.2388083700440528e-10,0.0,1.2388083700440528e-10,0.992,0.988,True,True,True,0.016846666666661594,0.010000000000003062,0.3059581497797355,0.3059581497797355,True,True,True,True,True,0.6387629662261356,1.0
0.96,1.07,0.7,0.0,0.0,1.0,1.0,2.5275054e-05,0.24356,1.2226500000000002e-10,0.0,1.2226500000000002e-10,0.992,0.988,True,True,True,0.016846666666661594,0.010000000000003062,0.3867499999999987,0.3867499999999987,True,True,True,True,True,0.8003466666666621,1.0
0.96,1.07,0.72,0.0,0.0,1.0,1.0,2.5275054e-05,0.24356,1.2069077253218886e-10,0.0,1.2069077253218886e-10,0.992,0.988,True,True,True,0.016846666666661594,0.010000000000003062,0.4654613733905567,0.4654613733905567,True,True,True,True,True,0.9577694134477781,1.0
0.96,1.09,0.56,0.0,0.0,1.0,1.0,2.5275054e-05,0.24356,1.3584999999999998e-10,0.0,1.3584999999999998e-10,0.992,0.988,True,True,True,0.016846666666661594,0.010000000000003062,0.29249999999999926,0.29249999999999926,True,True,True,True,True,0.6118466666666631,1.0
