gamma_r,gamma_im,W
-11.21634846065637,-14.70886414900446,-0.0017443944843677
-11.14918469741891,-14.70886414900446,-0.002186552934145
-11.08202093418144,-14.70886414900446,-0.0027649031275603
-11.01485717094398,-14.70886414900446,-0.0034478294255171
-10.94769340770652,-14.70886414900446,-0.0041938670724884
-10.88052964446906,-14.70886414900446,-0.0049539730162949
-10.81336588123159,-14.70886414900446,-0.0056744204834549
-10.74620211799413,-14.70886414900446,-0.0063001435326976
-10.67903835475666,-14.70886414900446,-0.0067783213320052
-10.6118745915192,-14.70886414900446,-0.007061969004223
-10.54471082828174,-14.70886414900446,-0.0071132944721852
-10.47754706504428,-14.70886414900446,-0.0069065896626539
-10.41038330180681,-14.70886414900446,-0.0064304494235366
-10.34321953856935,-14.70886414900446,-0.0056891511649723
-10.27605577533188,-14.70886414900446,-0.0047030800979563
-10.20889201209442,-14.70886414900446,-0.0035081456701782
-10.14172824885696,-14.70886414900446,-0.0021542003769521
-10.0745644856195,-14.70886414900446,-0.0007025381513094
-10.00740072238203,-14.70886414900446,0.0007773884819917
