gamma_r,gamma_im,W
0.163636363636364,-4,0.0314295697031825
0.1818181818181816,-4,0.0308426114126182
0.2000000000000001,-4,0.0302063298777825
0.2181818181818178,-4,0.0295241878212001
0.2363636363636363,-4,0.0287998422879004
0.2545454545454548,-4,0.0280371125198381
0.2727272727272725,-4,0.0272399469965628
0.290909090909091,-4,0.0264123900338166
0.3090909090909095,-4,0.0255585483282823
0.3272727272727271,-4,0.0246825578275512
0.3454545454545457,-4,0.0237885512898247
0.3636363636363633,-4,0.0228806268783
0.3818181818181818,-4,0.0219628181110803
0.4000000000000003,-4,0.0210390654593511
0.418181818181818,-4,0.0201131898550581
0.4363636363636365,-4,0.0191888683350568
0.4545454545454541,-4,0.0182696120123508
0.4727272727272726,-4,0.0173587465272629
0.4909090909090912,-4,0.0164593950928886
0.5090909090909088,-4,0.0155744642106166
0.5272727272727273,-4,0.0147066320935128
0.5454545454545459,-4,0.0138583397985535
0.5636363636363635,-4,0.0130317850336023
0.581818181818182,-4,0.01222891857216
0.5999999999999996,-4,0.0114514431786966
0.6181818181818182,-4,0.0107008149201565
0.6363636363636367,-4,0.0099782467153087
0.6545454545454543,-4,0.0092847139531865
0.6727272727272728,-4,0.0086209619950751
0.6909090909090905,-4,0.0079875153614136
0.709090909090909,-4,0.0073846883955696
0.7272727272727275,-4,0.0068125971906556
0.7454545454545451,-4,0.0062711725632358
0.7636363636363637,-4,0.0057601738587482
0.7818181818181822,-4,0.0052792033774885
0.7999999999999998,-4,0.0048277212168112
0.8181818181818183,-4,0.0044050603344818
0.836363636363636,-4,0.0040104416495475
0.8545454545454545,-4,0.0036429890103322
0.872727272727273,-4,0.0033017438738636
0.8909090909090907,-4,0.0029856795568558
0.9090909090909092,-4,0.0026937149349611
0.9272727272727276,-4,0.0024247274840457
0.9454545454545452,-4,0.0021775655744198
0.9636363636363638,-4,0.0019510599459911
0.9818181818181816,-4,0.0017440343089381
1,-4,0.0015553150304975
1.018181818181818,-4,0.0013837398836245
1.036363636363636,-4,0.0012281658474466
1.054545454545455,-4,0.0010874759624608
1.072727272727272,-4,0.0009605852552165
1.090909090909091,-4,0.0008464457577018
1.109090909090909,-4,0.0007440506557815
1.127272727272727,-4,0.0006524376087896
1.145454545454546,-4,0.0005706912887743
1.163636363636364,-4,0.0004979451929648
1.181818181818182,-4,0.0004333827868165
1.2,-4,0.0003762380375728
1.218181818181818,-4,0.0003257953997354
1.236363636363636,-4,0.0002813893142519
1.254545454545455,-4,0.0002424032827136
1.272727272727272,-4,0.0002082685765107
1.290909090909091,-4,0.0001784626388294
1.30909090909091,-4,0.0001525072347021
1.327272727272727,-4,0.0001299664011498
1.345454545454546,-4,0.0001104442458857
1.363636363636363,-4,9.358263919024102e-05
1.381818181818182,-4,7.905883950290778e-05
1.4,-4,6.658308910590227e-05
1.418181818181818,-4,5.589621206778558e-05
1.436363636363637,-4,4.676724245105782e-05
1.454545454545454,-4,3.899110672441414e-05
1.472727272727273,-4,3.238638041330669e-05
1.490909090909091,-4,2.679313531656625e-05
1.509090909090909,-4,2.207089014731102e-05
1.527272727272727,-4,1.809667425189947e-05
1.545454545454546,-4,1.476321113975695e-05
1.563636363636363,-4,1.197722593279935e-05
1.581818181818182,-4,9.65787852061164e-06
1.6,-4,7.735322185983472e-06
1.618181818181818,-4,6.149385738894013e-06
1.636363636363637,-4,4.848375754327522e-06
1.654545454545454,-4,3.787994336301153e-06
1.672727272727273,-4,2.930366908763005e-06
1.69090909090909,-4,2.243173843606049e-06
1.709090909090909,-4,1.698879254972074e-06
1.727272727272728,-4,1.27404999413894e-06
1.745454545454545,-4,9.487577470475724e-07
1.763636363636364,-4,7.06057143761318e-07
1.781818181818182,-4,5.315329129069862e-07
1.8,-4,4.129093325660504e-07
1.818181818181818,-4,3.397155219232483e-07
1.836363636363636,-4,3.030004662266476e-07
1.854545454545454,-4,2.950920545708021e-07
1.872727272727273,-4,3.09394820318703e-07
