gamma_r,gamma_im,W
-14.77602791224193,-14.77602791224193,0.003062258989594
-14.70886414900446,-14.77602791224193,0.0032803123726914
-14.641700385767,-14.77602791224193,0.0033173203258605
-14.57453662252954,-14.77602791224193,0.0031766330434401
-14.50737285929207,-14.77602791224193,0.0028714520303053
-14.44020909605461,-14.77602791224193,0.0024237954122103
-14.37304533281715,-14.77602791224193,0.0018628740672339
-14.30588156957968,-14.77602791224193,0.001223002185338
-14.23871780634222,-14.77602791224193,0.0005412003864987
-14.17155404310476,-14.77602791224193,-0.0001453283114148
-14.10439027986729,-14.77602791224193,-0.0008016613324622
-14.03722651662983,-14.77602791224193,-0.0013973765265032
-13.97006275339237,-14.77602791224193,-0.001908368485196
-13.9028989901549,-14.77602791224193,-0.0023181337095588
-13.83573522691744,-14.77602791224193,-0.0026184402653149
-13.76857146367998,-14.77602791224193,-0.0028093469851646
-13.70140770044251,-14.77602791224193,-0.002898589022552
-13.63424393720505,-14.77602791224193,-0.0029003964627468
-13.56708017396759,-14.77602791224193,-0.0028338567426883
-13.49991641073012,-14.77602791224193,-0.0027209662896892
-13.43275264749266,-14.77602791224193,-0.0025845392975308
-13.3655888842552,-14.77602791224193,-0.0024461501465375
-13.29842512101773,-14.77602791224193,-0.0023242800101073
-13.23126135778027,-14.77602791224193,-0.0022328182329113
-13.16409759454281,-14.77602791224193,-0.0021800368208944
-13.09693383130534,-14.77602791224193,-0.0021681145636185
-13.02977006806788,-14.77602791224193,-0.0021932394156475
-12.96260630483042,-14.77602791224193,-0.0022462677965764
-12.89544254159296,-14.77602791224193,-0.0023138716027641
-12.82827877835549,-14.77602791224193,-0.0023800619611142
-12.76111501511803,-14.77602791224193,-0.0024279465986369
-12.69395125188056,-14.77602791224193,-0.0024415578616572
-12.6267874886431,-14.77602791224193,-0.0024075825875281
-12.55962372540564,-14.77602791224193,-0.0023168337390887
-12.49245996216818,-14.77602791224193,-0.0021653262754658
-12.42529619893071,-14.77602791224193,-0.0019548543080556
-12.35813243569325,-14.77602791224193,-0.0016930103177893
-12.29096867245578,-14.77602791224193,-0.001392636444033
-12.22380490921832,-14.77602791224193,-0.0010707484628885
-12.15664114598086,-14.77602791224193,-0.0007470207695873
-12.0894773827434,-14.77602791224193,-0.0004419613860038
-12.02231361950593,-14.77602791224193,-0.0001749361931389
-11.95514985626847,-14.77602791224193,3.778145645353859e-05
-11.887986093031,-14.77602791224193,0.0001847574843075
-11.82082232979354,-14.77602791224193,0.0002607750762686
-11.75365856655608,-14.77602791224193,0.0002677063516213
-11.68649480331862,-14.77602791224193,0.0002147800289364
-11.61933104008115,-14.77602791224193,0.0001181965103785
-11.55216727684369,-14.77602791224193,9.620659515612692e-08
-11.48500351360622,-14.77602791224193,-0.0001130577996782
-11.41783975036876,-14.77602791224193,-0.0001925700642406
-11.3506759871313,-14.77602791224193,-0.0002099198108646
