beta_e_phys,gamma_exch_phys,gamma_drain_phys,D_over_H,Y_p,Li7_over_H,Be7_over_H,Li_total_over_H,screening_eff,capture_eff,beta_response_ok,exchange_response_ok,drain_response_ok,surface_name,surface_t,surface_weight,surface_capture_fraction,Li7_surface_over_H,Be7_surface_over_H,Li_total_surface_over_H,chi_D,chi_Y,chi_Li_total_surface,passes_D,passes_Y,passes_Li_total_surface,passes_all,chi_sum
0.97,1.05,0.72,2.5273790500000003e-05,0.24357,1.1988760729613734e-10,0.0,1.1988760729613734e-10,0.994,0.991,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.1988760729613734e-10,0.0,1.1988760729613734e-10,0.01263500000000749,0.007500000000000562,0.5056196351931328,True,True,True,True,0.5257546351931408
0.97,1.07,0.56,2.5273790500000003e-05,0.24357,1.3495855263157893e-10,0.0,1.3495855263157893e-10,0.994,0.991,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.3495855263157893e-10,0.0,1.3495855263157893e-10,0.01263500000000749,0.007500000000000562,0.2479276315789469,True,True,True,True,0.26806263157895494
0.97,1.07,0.58,2.5273790500000003e-05,0.24357,1.3304876179245283e-10,0.0,1.3304876179245283e-10,0.994,0.991,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.3304876179245283e-10,0.0,1.3304876179245283e-10,0.01263500000000749,0.007500000000000562,0.15243808962264188,True,True,True,True,0.17257308962264994
0.97,1.07,0.6,2.5273790500000003e-05,0.24357,1.3119226744186048e-10,0.0,1.3119226744186048e-10,0.994,0.991,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.3119226744186048e-10,0.0,1.3119226744186048e-10,0.01263500000000749,0.007500000000000562,0.05961337209302455,True,True,True,True,0.0797483720930326
0.97,1.07,0.62,2.5273790500000003e-05,0.24357,1.2938686926605504e-10,0.0,1.2938686926605504e-10,0.994,0.991,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.2938686926605504e-10,0.0,1.2938686926605504e-10,0.01263500000000749,0.007500000000000562,0.030656536697247282,True,True,True,True,0.050791536697255335
0.97,1.07,0.64,2.5273790500000003e-05,0.24357,1.2763048642533936e-10,0.0,1.2763048642533936e-10,0.994,0.991,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.2763048642533936e-10,0.0,1.2763048642533936e-10,0.01263500000000749,0.007500000000000562,0.11847567873303158,True,True,True,True,0.13861067873303962
0.97,1.07,0.66,2.5273790500000003e-05,0.24357,1.2592114955357142e-10,0.0,1.2592114955357142e-10,0.994,0.991,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.2592114955357142e-10,0.0,1.2592114955357142e-10,0.01263500000000749,0.007500000000000562,0.20394252232142857,True,True,True,True,0.22407752232143663
0.97,1.07,0.68,2.5273790500000003e-05,0.24357,1.242569933920705e-10,0.0,1.242569933920705e-10,0.994,0.991,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.242569933920705e-10,0.0,1.242569933920705e-10,0.01263500000000749,0.007500000000000562,0.2871503303964752,True,True,True,True,0.30728533039648326
0.97,1.07,0.7,2.5273790500000003e-05,0.24357,1.2263625000000002e-10,0.0,1.2263625000000002e-10,0.994,0.991,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.2263625000000002e-10,0.0,1.2263625000000002e-10,0.01263500000000749,0.007500000000000562,0.36818749999999845,True,True,True,True,0.3883225000000065
0.97,1.07,0.72,2.5273790500000003e-05,0.24357,1.210572424892704e-10,0.0,1.210572424892704e-10,0.994,0.991,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.210572424892704e-10,0.0,1.210572424892704e-10,0.01263500000000749,0.007500000000000562,0.44713787553647977,True,True,True,True,0.46727287553648783
0.97,1.09,0.56,2.5273790500000003e-05,0.24357,1.3626249999999997e-10,0.0,1.3626249999999997e-10,0.994,0.991,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.3626249999999997e-10,0.0,1.3626249999999997e-10,0.01263500000000749,0.007500000000000562,0.31312499999999915,True,True,True,True,0.3332600000000072
0.97,1.09,0.58,2.5273790500000003e-05,0.24357,1.3433425707547169e-10,0.0,1.3433425707547169e-10,0.994,0.991,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.3433425707547169e-10,0.0,1.3433425707547169e-10,0.01263500000000749,0.007500000000000562,0.2167128537735848,True,True,True,True,0.23684785377359285
0.97,1.09,0.6,2.5273790500000003e-05,0.24357,1.3245982558139534e-10,0.0,1.3245982558139534e-10,0.994,0.991,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.3245982558139534e-10,0.0,1.3245982558139534e-10,0.01263500000000749,0.007500000000000562,0.12299127906976755,True,True,True,True,0.1431262790697756
0.97,1.09,0.62,2.5273790500000003e-05,0.24357,1.3063698394495412e-10,0.0,1.3063698394495412e-10,0.994,0.991,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.3063698394495412e-10,0.0,1.3063698394495412e-10,0.01263500000000749,0.007500000000000562,0.0318491972477065,True,True,True,True,0.051984197247714546
0.97,1.09,0.64,2.5273790500000003e-05,0.24357,1.2886363122171945e-10,0.0,1.2886363122171945e-10,0.994,0.991,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.2886363122171945e-10,0.0,1.2886363122171945e-10,0.01263500000000749,0.007500000000000562,0.05681843891402719,True,True,True,True,0.07695343891403525
0.97,1.09,0.66,2.5273790500000003e-05,0.24357,1.2713777901785713e-10,0.0,1.2713777901785713e-10,0.994,0.991,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.2713777901785713e-10,0.0,1.2713777901785713e-10,0.01263500000000749,0.007500000000000562,0.14311104910714317,True,True,True,True,0.16324604910715124
0.97,1.09,0.68,2.5273790500000003e-05,0.24357,1.254575440528634e-10,0.0,1.254575440528634e-10,0.994,0.991,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.254575440528634e-10,0.0,1.254575440528634e-10,0.01263500000000749,0.007500000000000562,0.22712279735682905,True,True,True,True,0.24725779735683712
0.97,1.09,0.7,2.5273790500000003e-05,0.24357,1.2382114130434782e-10,0.0,1.2382114130434782e-10,0.994,0.991,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.2382114130434782e-10,0.0,1.2382114130434782e-10,0.01263500000000749,0.007500000000000562,0.30894293478260865,True,True,True,True,0.3290779347826167
0.97,1.09,0.72,2.5273790500000003e-05,0.24357,1.2222687768240343e-10,0.0,1.2222687768240343e-10,0.994,0.991,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.2222687768240343e-10,0.0,1.2222687768240343e-10,0.01263500000000749,0.007500000000000562,0.388656115879828,True,True,True,True,0.4087911158798361
0.97,1.11,0.56,2.5273790500000003e-05,0.24357,1.3756644736842107e-10,0.0,1.3756644736842107e-10,0.994,0.991,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.3756644736842107e-10,0.0,1.3756644736842107e-10,0.01263500000000749,0.007500000000000562,0.37832236842105393,True,True,True,True,0.398457368421062
0.97,1.11,0.58,2.5273790500000003e-05,0.24357,1.356197523584906e-10,0.0,1.356197523584906e-10,0.994,0.991,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.356197523584906e-10,0.0,1.356197523584906e-10,0.01263500000000749,0.007500000000000562,0.28098761792453025,True,True,True,True,0.3011226179245383
0.97,1.11,0.6,2.5273790500000003e-05,0.24357,1.3372738372093025e-10,0.0,1.3372738372093025e-10,0.994,0.991,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.3372738372093025e-10,0.0,1.3372738372093025e-10,0.01263500000000749,0.007500000000000562,0.18636918604651315,True,True,True,True,0.2065041860465212
0.97,1.11,0.62,2.5273790500000003e-05,0.24357,1.3188709862385322e-10,0.0,1.3188709862385322e-10,0.994,0.991,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.3188709862385322e-10,0.0,1.3188709862385322e-10,0.01263500000000749,0.007500000000000562,0.09435493119266156,True,True,True,True,0.1144899311926696
0.97,1.11,0.64,2.5273790500000003e-05,0.24357,1.3009677601809956e-10,0.0,1.3009677601809956e-10,0.994,0.991,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.3009677601809956e-10,0.0,1.3009677601809956e-10,0.01263500000000749,0.007500000000000562,0.004838800904978486,True,True,True,True,0.024973800904986534
0.97,1.11,0.66,2.5273790500000003e-05,0.24357,1.2835440848214286e-10,0.0,1.2835440848214286e-10,0.994,0.991,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.2835440848214286e-10,0.0,1.2835440848214286e-10,0.01263500000000749,0.007500000000000562,0.0822795758928565,True,True,True,True,0.10241457589286455
0.97,1.11,0.68,2.5273790500000003e-05,0.24357,1.266580947136564e-10,0.0,1.266580947136564e-10,0.994,0.991,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.266580947136564e-10,0.0,1.266580947136564e-10,0.01263500000000749,0.007500000000000562,0.16709526431717903,True,True,True,True,0.1872302643171871
0.97,1.11,0.7,2.5273790500000003e-05,0.24357,1.2500603260869567e-10,0.0,1.2500603260869567e-10,0.994,0.991,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.2500603260869567e-10,0.0,1.2500603260869567e-10,0.01263500000000749,0.007500000000000562,0.24969836956521627,True,True,True,True,0.2698333695652243
0.97,1.11,0.72,2.5273790500000003e-05,0.24357,1.2339651287553652e-10,0.0,1.2339651287553652e-10,0.994,0.991,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.2339651287553652e-10,0.0,1.2339651287553652e-10,0.01263500000000749,0.007500000000000562,0.3301743562231737,True,True,True,True,0.35030935622318177
0.97,1.13,0.56,2.5273790500000003e-05,0.24357,1.388703947368421e-10,0.0,1.388703947368421e-10,0.994,0.991,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.388703947368421e-10,0.0,1.388703947368421e-10,0.01263500000000749,0.007500000000000562,0.4435197368421049,True,True,True,True,0.46365473684211295
0.97,1.13,0.58,2.5273790500000003e-05,0.24357,1.3690524764150943e-10,0.0,1.3690524764150943e-10,0.994,0.991,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.3690524764150943e-10,0.0,1.3690524764150943e-10,0.01263500000000749,0.007500000000000562,0.3452623820754719,True,True,True,True,0.36539738207547995
0.97,1.13,0.6,2.5273790500000003e-05,0.24357,1.349949418604651e-10,0.0,1.349949418604651e-10,0.994,0.991,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.349949418604651e-10,0.0,1.349949418604651e-10,0.01263500000000749,0.007500000000000562,0.24974709302325612,True,True,True,True,0.26988209302326416
0.97,1.13,0.62,2.5273790500000003e-05,0.24357,1.3313721330275227e-10,0.0,1.3313721330275227e-10,0.994,0.991,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.3313721330275227e-10,0.0,1.3313721330275227e-10,0.01263500000000749,0.007500000000000562,0.15686066513761404,True,True,True,True,0.1769956651376221
0.97,1.13,0.64,2.5273790500000003e-05,0.24357,1.3132992081447962e-10,0.0,1.3132992081447962e-10,0.994,0.991,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.3132992081447962e-10,0.0,1.3132992081447962e-10,0.01263500000000749,0.007500000000000562,0.06649604072398158,True,True,True,True,0.08663104072398962
0.97,1.13,0.66,2.5273790500000003e-05,0.24357,1.2957103794642857e-10,0.0,1.2957103794642857e-10,0.994,0.991,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.2957103794642857e-10,0.0,1.2957103794642857e-10,0.01263500000000749,0.007500000000000562,0.02144810267857112,True,True,True,True,0.04158310267857917
0.97,1.13,0.68,2.5273790500000003e-05,0.24357,1.2785864537444933e-10,0.0,1.2785864537444933e-10,0.994,0.991,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.2785864537444933e-10,0.0,1.2785864537444933e-10,0.01263500000000749,0.007500000000000562,0.1070677312775329,True,True,True,True,0.12720273127754095
0.97,1.13,0.7,2.5273790500000003e-05,0.24357,1.261909239130435e-10,0.0,1.261909239130435e-10,0.994,0.991,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.261909239130435e-10,0.0,1.261909239130435e-10,0.01263500000000749,0.007500000000000562,0.19045380434782516,True,True,True,True,0.21058880434783322
0.97,1.13,0.72,2.5273790500000003e-05,0.24357,1.2456614806866952e-10,0.0,1.2456614806866952e-10,0.994,0.991,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.2456614806866952e-10,0.0,1.2456614806866952e-10,0.01263500000000749,0.007500000000000562,0.2716925965665233,True,True,True,True,0.29182759656653134
0.97,1.15,0.56,2.5273790500000003e-05,0.24357,1.4017434210526316e-10,0.0,1.4017434210526316e-10,0.994,0.991,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.4017434210526316e-10,0.0,1.4017434210526316e-10,0.01263500000000749,0.007500000000000562,0.5087171052631584,True,True,True,True,0.5288521052631664
0.97,1.15,0.58,2.5273790500000003e-05,0.24357,1.381907429245283e-10,0.0,1.381907429245283e-10,0.994,0.991,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.381907429245283e-10,0.0,1.381907429245283e-10,0.01263500000000749,0.007500000000000562,0.40953714622641607,True,True,True,True,0.42967214622642413
0.97,1.15,0.6,2.5273790500000003e-05,0.24357,1.362625e-10,0.0,1.362625e-10,0.994,0.991,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.362625e-10,0.0,1.362625e-10,0.01263500000000749,0.007500000000000562,0.31312500000000043,True,True,True,True,0.3332600000000085
0.97,1.15,0.62,2.5273790500000003e-05,0.24357,1.3438732798165137e-10,0.0,1.3438732798165137e-10,0.994,0.991,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.3438732798165137e-10,0.0,1.3438732798165137e-10,0.01263500000000749,0.007500000000000562,0.2193663990825691,True,True,True,True,0.23950139908257717
0.97,1.15,0.64,2.5273790500000003e-05,0.24357,1.3256306561085974e-10,0.0,1.3256306561085974e-10,0.994,0.991,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.3256306561085974e-10,0.0,1.3256306561085974e-10,0.01263500000000749,0.007500000000000562,0.12815328054298727,True,True,True,True,0.1482882805429953
0.97,1.15,0.66,2.5273790500000003e-05,0.24357,1.3078766741071428e-10,0.0,1.3078766741071428e-10,0.994,0.991,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.3078766741071428e-10,0.0,1.3078766741071428e-10,0.01263500000000749,0.007500000000000562,0.039383370535714265,True,True,True,True,0.059518370535722315
0.97,1.15,0.68,2.5273790500000003e-05,0.24357,1.2905919603524228e-10,0.0,1.2905919603524228e-10,0.994,0.991,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.2905919603524228e-10,0.0,1.2905919603524228e-10,0.01263500000000749,0.007500000000000562,0.04704019823788546,True,True,True,True,0.0671751982378935
0.97,1.15,0.7,2.5273790500000003e-05,0.24357,1.273758152173913e-10,0.0,1.273758152173913e-10,0.994,0.991,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.273758152173913e-10,0.0,1.273758152173913e-10,0.01263500000000749,0.007500000000000562,0.13120923913043409,True,True,True,True,0.15134423913044215
0.97,1.15,0.72,2.5273790500000003e-05,0.24357,1.2573578326180259e-10,0.0,1.2573578326180259e-10,0.994,0.991,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.2573578326180259e-10,0.0,1.2573578326180259e-10,0.01263500000000749,0.007500000000000562,0.21321083690987028,True,True,True,True,0.2333458369098783
0.98,1.03,0.56,2.5272527e-05,0.24358000000000002,1.3275131578947368e-10,0.0,1.3275131578947368e-10,0.996,0.994,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.3275131578947368e-10,0.0,1.3275131578947368e-10,0.008423333333330797,0.0049999999999980616,0.13756578947368472,True,True,True,True,0.15098912280701357
0.98,1.03,0.58,2.5272527e-05,0.24358000000000002,1.3087275943396227e-10,0.0,1.3087275943396227e-10,0.996,0.994,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.3087275943396227e-10,0.0,1.3087275943396227e-10,0.008423333333330797,0.0049999999999980616,0.043637971698114036,True,True,True,True,0.0570613050314429
0.98,1.03,0.6,2.5272527e-05,0.24358000000000002,1.2904662790697674e-10,0.0,1.2904662790697674e-10,0.996,0.994,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.2904662790697674e-10,0.0,1.2904662790697674e-10,0.008423333333330797,0.0049999999999980616,0.04766860465116237,True,True,True,True,0.06109193798449123
0.98,1.03,0.62,2.5272527e-05,0.24358000000000002,1.2727075688073395e-10,0.0,1.2727075688073395e-10,0.996,0.994,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.2727075688073395e-10,0.0,1.2727075688073395e-10,0.008423333333330797,0.0049999999999980616,0.13646215596330188,True,True,True,True,0.14988548929663073
0.98,1.03,0.64,2.5272527e-05,0.24358000000000002,1.255430995475113e-10,0.0,1.255430995475113e-10,0.996,0.994,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.255430995475113e-10,0.0,1.255430995475113e-10,0.008423333333330797,0.0049999999999980616,0.22284502262443395,True,True,True,True,0.2362683559577628
0.98,1.03,0.66,2.5272527e-05,0.24358000000000002,1.2386171875e-10,0.0,1.2386171875e-10,0.996,0.994,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.2386171875e-10,0.0,1.2386171875e-10,0.008423333333330797,0.0049999999999980616,0.3069140624999993,True,True,True,True,0.32033739583332815
0.98,1.03,0.68,2.5272527e-05,0.24358000000000002,1.2222477973568282e-10,0.0,1.2222477973568282e-10,0.996,0.994,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.2222477973568282e-10,0.0,1.2222477973568282e-10,0.008423333333330797,0.0049999999999980616,0.38876101321585843,True,True,True,True,0.4021843465491873
0.98,1.03,0.7,2.5272527e-05,0.24358000000000002,1.2063054347826087e-10,0.0,1.2063054347826087e-10,0.996,0.994,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.2063054347826087e-10,0.0,1.2063054347826087e-10,0.008423333333330797,0.0049999999999980616,0.46847282608695584,True,True,True,True,0.4818961594202847
0.98,1.03,0.72,2.5272527e-05,0.24358000000000002,1.1907736051502149e-10,0.0,1.1907736051502149e-10,0.996,0.994,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.1907736051502149e-10,0.0,1.1907736051502149e-10,0.008423333333330797,0.0049999999999980616,0.5461319742489252,True,True,True,True,0.5595553075822541
0.98,1.05,0.56,2.5272527e-05,0.24358000000000002,1.3405921052631576e-10,0.0,1.3405921052631576e-10,0.996,0.994,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.3405921052631576e-10,0.0,1.3405921052631576e-10,0.008423333333330797,0.0049999999999980616,0.20296052631578862,True,True,True,True,0.21638385964911747
0.98,1.05,0.58,2.5272527e-05,0.24358000000000002,1.3216214622641507e-10,0.0,1.3216214622641507e-10,0.996,0.994,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.3216214622641507e-10,0.0,1.3216214622641507e-10,0.008423333333330797,0.0049999999999980616,0.10810731132075413,True,True,True,True,0.12153064465408299
0.98,1.05,0.6,2.5272527e-05,0.24358000000000002,1.3031802325581393e-10,0.0,1.3031802325581393e-10,0.996,0.994,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.3031802325581393e-10,0.0,1.3031802325581393e-10,0.008423333333330797,0.0049999999999980616,0.015901162790696782,True,True,True,True,0.029324496124025642
0.98,1.05,0.62,2.5272527e-05,0.24358000000000002,1.2852465596330274e-10,0.0,1.2852465596330274e-10,0.996,0.994,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.2852465596330274e-10,0.0,1.2852465596330274e-10,0.008423333333330797,0.0049999999999980616,0.07376720183486261,True,True,True,True,0.08719053516819147
0.98,1.05,0.64,2.5272527e-05,0.24358000000000002,1.267799773755656e-10,0.0,1.267799773755656e-10,0.996,0.994,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.267799773755656e-10,0.0,1.267799773755656e-10,0.008423333333330797,0.0049999999999980616,0.16100113122171975,True,True,True,True,0.1744244645550486
0.98,1.05,0.66,2.5272527e-05,0.24358000000000002,1.2508203124999997e-10,0.0,1.2508203124999997e-10,0.996,0.994,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.2508203124999997e-10,0.0,1.2508203124999997e-10,0.008423333333330797,0.0049999999999980616,0.24589843750000095,True,True,True,True,0.2593217708333298
0.98,1.05,0.68,2.5272527e-05,0.24358000000000002,1.2342896475770923e-10,0.0,1.2342896475770923e-10,0.996,0.994,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.2342896475770923e-10,0.0,1.2342896475770923e-10,0.008423333333330797,0.0049999999999980616,0.32855176211453796,True,True,True,True,0.3419750954478668
0.98,1.05,0.7,2.5272527e-05,0.24358000000000002,1.2181902173913044e-10,0.0,1.2181902173913044e-10,0.996,0.994,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.2181902173913044e-10,0.0,1.2181902173913044e-10,0.008423333333330797,0.0049999999999980616,0.4090489130434777,True,True,True,True,0.4224722463768065
0.98,1.05,0.72,2.5272527e-05,0.24358000000000002,1.202505364806867e-10,0.0,1.202505364806867e-10,0.996,0.994,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.202505364806867e-10,0.0,1.202505364806867e-10,0.008423333333330797,0.0049999999999980616,0.4874731759656647,True,True,True,True,0.5008965092989935
0.98,1.07,0.56,2.5272527e-05,0.24358000000000002,1.353671052631579e-10,0.0,1.353671052631579e-10,0.996,0.994,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.353671052631579e-10,0.0,1.353671052631579e-10,0.008423333333330797,0.0049999999999980616,0.2683552631578951,True,True,True,True,0.28177859649122394
0.98,1.07,0.58,2.5272527e-05,0.24358000000000002,1.3345153301886795e-10,0.0,1.3345153301886795e-10,0.996,0.994,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.3345153301886795e-10,0.0,1.3345153301886795e-10,0.008423333333330797,0.0049999999999980616,0.1725766509433981,True,True,True,True,0.18599998427672695
0.98,1.07,0.6,2.5272527e-05,0.24358000000000002,1.3158941860465119e-10,0.0,1.3158941860465119e-10,0.996,0.994,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.3158941860465119e-10,0.0,1.3158941860465119e-10,0.008423333333330797,0.0049999999999980616,0.07947093023255981,True,True,True,True,0.09289426356588867
0.98,1.07,0.62,2.5272527e-05,0.24358000000000002,1.2977855504587157e-10,0.0,1.2977855504587157e-10,0.996,0.994,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.2977855504587157e-10,0.0,1.2977855504587157e-10,0.008423333333330797,0.0049999999999980616,0.01107224770642078,True,True,True,True,0.024495581039749637
0.98,1.07,0.64,2.5272527e-05,0.24358000000000002,1.2801685520361993e-10,0.0,1.2801685520361993e-10,0.996,0.994,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.2801685520361993e-10,0.0,1.2801685520361993e-10,0.008423333333330797,0.0049999999999980616,0.09915723981900297,True,True,True,True,0.11258057315233183
0.98,1.07,0.66,2.5272527e-05,0.24358000000000002,1.2630234375000002e-10,0.0,1.2630234375000002e-10,0.996,0.994,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.2630234375000002e-10,0.0,1.2630234375000002e-10,0.008423333333330797,0.0049999999999980616,0.18488281249999872,True,True,True,True,0.19830614583332756
0.98,1.07,0.68,2.5272527e-05,0.24358000000000002,1.246331497797357e-10,0.0,1.246331497797357e-10,0.996,0.994,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.246331497797357e-10,0.0,1.246331497797357e-10,0.008423333333330797,0.0049999999999980616,0.2683425110132149,True,True,True,True,0.2817658443465437
0.98,1.07,0.7,2.5272527e-05,0.24358000000000002,1.2300750000000003e-10,0.0,1.2300750000000003e-10,0.996,0.994,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.2300750000000003e-10,0.0,1.2300750000000003e-10,0.008423333333330797,0.0049999999999980616,0.3496249999999982,True,True,True,True,0.36304833333332703
0.98,1.07,0.72,2.5272527e-05,0.24358000000000002,1.2142371244635196e-10,0.0,1.2142371244635196e-10,0.996,0.994,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.2142371244635196e-10,0.0,1.2142371244635196e-10,0.008423333333330797,0.0049999999999980616,0.4288143776824015,True,True,True,True,0.44223771101573034
0.98,1.09,0.56,2.5272527e-05,0.24358000000000002,1.3667499999999997e-10,0.0,1.3667499999999997e-10,0.996,0.994,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.3667499999999997e-10,0.0,1.3667499999999997e-10,0.008423333333330797,0.0049999999999980616,0.333749999999999,True,True,True,True,0.34717333333332784
0.98,1.09,0.58,2.5272527e-05,0.24358000000000002,1.3474091981132073e-10,0.0,1.3474091981132073e-10,0.996,0.994,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.3474091981132073e-10,0.0,1.3474091981132073e-10,0.008423333333330797,0.0049999999999980616,0.23704599056603692,True,True,True,True,0.25046932389936577
0.98,1.09,0.6,2.5272527e-05,0.24358000000000002,1.3286081395348834e-10,0.0,1.3286081395348834e-10,0.996,0.994,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.3286081395348834e-10,0.0,1.3286081395348834e-10,0.008423333333330797,0.0049999999999980616,0.14304069767441766,True,True,True,True,0.1564640310077465
0.98,1.09,0.62,2.5272527e-05,0.24358000000000002,1.3103245412844033e-10,0.0,1.3103245412844033e-10,0.996,0.994,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.3103245412844033e-10,0.0,1.3103245412844033e-10,0.008423333333330797,0.0049999999999980616,0.05162270642201718,True,True,True,True,0.06504603975534604
0.98,1.09,0.64,2.5272527e-05,0.24358000000000002,1.292537330316742e-10,0.0,1.292537330316742e-10,0.996,0.994,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.292537330316742e-10,0.0,1.292537330316742e-10,0.008423333333330797,0.0049999999999980616,0.03731334841629006,True,True,True,True,0.05073668174961892
0.98,1.09,0.66,2.5272527e-05,0.24358000000000002,1.2752265624999998e-10,0.0,1.2752265624999998e-10,0.996,0.994,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.2752265624999998e-10,0.0,1.2752265624999998e-10,0.008423333333330797,0.0049999999999980616,0.12386718750000036,True,True,True,True,0.1372905208333292
0.98,1.09,0.68,2.5272527e-05,0.24358000000000002,1.2583733480176208e-10,0.0,1.2583733480176208e-10,0.996,0.994,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.2583733480176208e-10,0.0,1.2583733480176208e-10,0.008423333333330797,0.0049999999999980616,0.20813325991189568,True,True,True,True,0.22155659324522453
0.98,1.09,0.7,2.5272527e-05,0.24358000000000002,1.2419597826086957e-10,0.0,1.2419597826086957e-10,0.996,0.994,True,True,True,S_proxy_obs,8.0,0.0,0.9592377960216338,1.2419597826086957e-10,0.0,1.2419597826086957e-10,0.008423333333330797,0.0049999999999980616,0.2902010869565213,True,True,True,True,0.30362442028985015
