galaxy,source,q_flag,fit_status,n_points,ml_star_best,rho0_best,r0_best,v_inf_best,chi2_min,chi2_red
UGC06923,data/SPARC/Rotmod\UGC06923_rotmod.dat,2,ok,6,0.25,66225918.42332051,1.5601196062807166,93.3376793846376,1.721478690628157,0.5738262302093856
UGC06930,data/SPARC/Rotmod\UGC06930_rotmod.dat,1,ok,10,0.425,76977060.56266856,1.5887392741615471,102.47511220324348,1.1143268842746183,0.15918955489637404
UGC06973,data/SPARC/Rotmod\UGC06973_rotmod.dat,3,ok,9,0.155,338070778.41890955,1.3424395447254132,181.46115172303774,2.0878562884312064,0.3479760480718677
UGC06983,data/SPARC/Rotmod\UGC06983_rotmod.dat,1,ok,17,0.575,89276655.74973746,1.5677007203379594,108.89732808404105,6.888395815312436,0.4920282725223169
UGC07089,data/SPARC/Rotmod\UGC07089_rotmod.dat,2,ok,12,0.8333333333333333,3863239.6872534594,9.366534721290181,135.34427302274887,1.1419843692926546,0.12688715214362828
UGC07125,data/SPARC/Rotmod\UGC07125_rotmod.dat,1,ok,13,0.5666666666666667,9485018.186512986,2.55177339577556,57.77584401831276,5.017016898430738,0.5017016898430737
UGC07151,data/SPARC/Rotmod\UGC07151_rotmod.dat,1,ok,11,0.8916666666666666,53115512.230813704,1.2169231638990636,65.20170526352824,7.845565935946455,0.9806957419933069
UGC07232,data/SPARC/Rotmod\UGC07232_rotmod.dat,2,ok,4,0.49999999999999994,120615905.10810724,6.622967617148324,534.7367485469628,0.22708758702464432,0.22708758702464432
UGC07261,data/SPARC/Rotmod\UGC07261_rotmod.dat,2,ok,7,0.24999999999999994,280464477.18245804,0.596745941025399,73.47058778547786,0.08719278917795459,0.021798197294488647
UGC07323,data/SPARC/Rotmod\UGC07323_rotmod.dat,1,ok,10,0.7999999999999998,9356961.87728546,5.810460140821869,130.66614116486053,1.6377099899799439,0.23395856999713485
UGC07399,data/SPARC/Rotmod\UGC07399_rotmod.dat,1,ok,10,0.95,262952838.0986028,0.8901714970175668,106.12011815639148,2.160458981742879,0.30863699739183986
UGC07524,data/SPARC/Rotmod\UGC07524_rotmod.dat,1,ok,31,0.6416666666666666,28096446.728840213,2.08423828168624,81.21910090098154,8.626062411706037,0.3080736575609299
UGC07559,data/SPARC/Rotmod\UGC07559_rotmod.dat,2,ok,7,0.0575,32916583.952713896,0.9109062548261444,38.42077957975996,0.4081587892971577,0.10203969732428943
UGC07577,data/SPARC/Rotmod\UGC07577_rotmod.dat,2,ok,9,0.275,3323673.2411923097,32.79362859020883,439.5251626778834,0.3005120952400091,0.050085349206668184
UGC07603,data/SPARC/Rotmod\UGC07603_rotmod.dat,1,ok,12,0.26,161674386.408224,0.7650401193607169,71.51381234724786,3.114276689550222,0.34603074328335803
UGC07608,data/SPARC/Rotmod\UGC07608_rotmod.dat,1,ok,8,0.3999999999999999,43183522.6105604,1.806517218242904,87.27427458659314,0.41548805819603174,0.08309761163920634
UGC07690,data/SPARC/Rotmod\UGC07690_rotmod.dat,2,ok,7,0.8583333333333332,143242287.1641503,0.5468833946654653,48.11887549317324,1.2873958062289128,0.3218489515572282
