delta_em,D_over_H,Y_p,Li7_over_H,Be7_over_H,D_z,Y_z,Li_z,passes_D,passes_Y,passes_Li,passes_all
-0.0029,2.48326201509341e-05,0.246945,3.1544731663732044e-10,2.5718058929994524e-10,1.457932830219668,0.04587628865979391,5.078945697978078,False,True,False,False
-0.0028,2.4821075666864476e-05,0.24695,3.210162305526341e-10,2.614592710758936e-10,1.496414443785082,0.0463917525773202,5.258588082343035,False,True,False,False
-0.0027,2.4809536549732042e-05,0.246955,3.266834581975643e-10,2.658091367533551e-10,1.534878167559861,0.04690721649484649,5.441401877340784,False,True,False,False
-0.0026,2.4798002797041738e-05,0.24696,3.3245073520487164e-10,2.702313706101285e-10,1.573324009860875,0.04742268041237278,5.627443071124891,False,True,False,False
-0.0025,2.478647440629969e-05,0.24696500000000002,3.3831982784821546e-10,2.7472717662669614e-10,1.611751979001029,0.04793814432989907,5.816768640265015,False,True,False,False
-0.0024,2.4774951375013167e-05,0.24697,3.442925335830898e-10,2.792977788140154e-10,1.650162083289446,0.048453608247422494,6.0094365671964445,False,True,False,False
-0.0023,2.4763433700690595e-05,0.246975,3.5037068159730756e-10,2.8394442154676317e-10,1.6885543310313509,0.04896907216494878,6.205505857977663,False,True,False,False
-0.0022,2.475192138084158e-05,0.24698,3.56556133371204e-10,2.8866836990212445e-10,1.7269287305280623,0.04948453608247507,6.4050365603614186,False,True,False,False
-0.0021,2.474041441297686e-05,0.246985,3.628507832477292e-10,2.9347091000421763e-10,1.7652852900771376,0.050000000000001356,6.608089782184813,False,True,False,False
-0.002,2.472891279460834e-05,0.24699000000000002,3.692565590126059e-10,2.983533493742494e-10,1.8036240179722038,0.05051546391752765,6.81472771008406,False,True,False,False
-0.0019,2.4717416523249083e-05,0.246995,3.757754224847285e-10,3.0331701728649573e-10,1.8419449225030593,0.051030927835051074,7.025013628539628,False,True,False,False
-0.0018,2.470592559641332e-05,0.247,3.824093701169858e-10,3.0836326513020503e-10,1.8802480119556066,0.051546391752577365,7.2390119392576056,False,True,False,False
-0.0017,2.4694440011616404e-05,0.247005,3.8916043360768996e-10,3.1349346677752206e-10,1.9185332946119866,0.05206185567010365,7.4567881808932235,False,True,False,False
-0.0016,2.468295976637488e-05,0.24701,3.960306805228002e-10,3.18709018957533e-10,1.9568007787503996,0.05257731958762994,7.6784090491225845,False,True,False,False
-0.0015,2.4671484858206432e-05,0.247015,4.03022214929131e-10,3.2401134163653416e-10,1.9950504726452276,0.05309278350515623,7.90394241706874,False,True,False,False
-0.0014,2.466001528462989e-05,0.24702000000000002,4.1013717803873894e-10,3.294018784046257e-10,2.0332823845670362,0.05360824742268252,8.133457356088352,False,True,False,False
-0.0013,2.4648551043165245e-05,0.247025,4.1737774886468584e-10,3.3488209686873874e-10,2.0714965227825166,0.054123711340205945,8.367024156925348,False,True,False,False
-0.0012,2.463709213133365e-05,0.24703,4.247461448883781e-10,3.404534890521999e-10,2.1096928955544985,0.054639175257732236,8.604714351238002,False,True,False,False
-0.0011,2.46256385466574e-05,0.247035,4.322446227386882e-10,3.46117571800944e-10,2.1478715111420037,0.05515463917525852,8.846600733506069,False,True,False,False
-0.001,2.4614190286659936e-05,0.24704,4.398754788830647e-10,3.518758871964851e-10,2.186032377800216,0.05567010309278481,9.092757383324669,False,True,False,False
