delta_em,D_over_H,Y_p,Li7_over_H,Be7_over_H,D_z,Y_z,Li_z,passes_D,passes_Y,passes_Li,passes_all
-0.0153,2.6306554207600573e-05,0.24632500000000002,3.6017022874567317e-11,3.3240816060109515e-11,3.4551806920019086,0.018041237113400076,3.934934745981699,False,True,False,False
-0.0152,2.6294324503520605e-05,0.24633,3.665286819419941e-11,3.3793839421169484e-11,3.4144150117353482,0.017525773195876646,3.9144236066387283,False,True,False,False
-0.0151,2.628210048493105e-05,0.246335,3.729993874118876e-11,3.435606336374722e-11,3.373668283103494,0.017010309278350358,3.8935503631874586,False,True,False,False
-0.015,2.6269882149188775e-05,0.24634,3.7958432685947766e-11,3.49276409567838e-11,3.332940497295916,0.01649484536082407,3.872308623033943,False,True,False,False
-0.0149,2.625766949365187e-05,0.246345,3.86285516973937e-11,3.550872781580941e-11,3.2922316455062273,0.01597938144329778,3.850691880729235,False,True,False,False
-0.0148,2.6245462515679653e-05,0.24635,3.931050100471132e-11,3.60994821453106e-11,3.2515417189321747,0.015463917525771493,3.8286935159770534,False,True,False,False
-0.0147,2.6233261212632675e-05,0.246355,4.000448946020606e-11,3.670006478180255e-11,3.2108707087755812,0.014948453608248065,3.806306791606256,False,True,False,False
-0.0146,2.62210655818727e-05,0.24636,4.071072960326644e-11,3.7310639237617666e-11,3.170218606242337,0.014432989690721777,3.7835248515075337,False,True,False,False
-0.0145,2.6208875620762733e-05,0.246365,4.142943772545618e-11,3.793137174542287e-11,3.1295854025424417,0.013917525773195487,3.7603407185336715,False,True,False,False
-0.0144,2.6196691326667002e-05,0.24637,4.2160833936755e-11,3.8562431303477543e-11,3.088971088890007,0.013402061855669199,3.7367472923627414,False,True,False,False
-0.0143,2.6184512696950956e-05,0.246375,4.2905142232969064e-11,3.9203989721644225e-11,3.048375656503187,0.01288659793814291,3.712737347323578,False,True,False,False
-0.0142,2.6172339728981268e-05,0.24638000000000002,4.366259056433147e-11,3.985622166816501e-11,3.0077990966042245,0.012371134020616622,3.6883035301828553,False,True,False,False
-0.0141,2.6160172420125842e-05,0.246385,4.4433410905313844e-11,4.0519304717215996e-11,2.967241400419473,0.011855670103093194,3.6634383578931016,False,True,False,False
-0.014,2.6148010767753796e-05,0.24639,4.5217839325670145e-11,4.119341939725295e-11,2.9267025591793185,0.011340206185566906,3.638134215300963,False,True,False,False
-0.0139,2.6135854769235488e-05,0.246395,4.6016116062735136e-11,4.187874924016136e-11,2.886182564118291,0.010824742268040618,3.6123833528149953,False,True,False,False
-0.0138,2.612370442194247e-05,0.2464,4.682848559499868e-11,4.257548083122403e-11,2.8456814064748963,0.010309278350514327,3.5861778840323004,False,True,False,False
-0.0137,2.6111559723247546e-05,0.246405,4.7655196716979417e-11,4.3283803859920185e-11,2.8051990774918187,0.00979381443298804,3.5595097833232443,False,True,False,False
-0.0136,2.609942067052472e-05,0.24641000000000002,4.849650261541989e-11,4.400391117156948e-11,2.76473556841573,0.00927835051546175,3.5323708833735514,False,True,False,False
-0.0135,2.6087287261149237e-05,0.246415,4.935266094682699e-11,4.4735998819835406e-11,2.724290870497457,0.008762886597938323,3.504752872683,False,True,False,False
-0.0134,2.6075159492497544e-05,0.24642,5.022393391638129e-11,4.548026612010214e-11,2.6838649749918138,0.008247422680412035,3.476647293019958,False,True,False,False
-0.0133,2.6063037361947308e-05,0.246425,5.111058835823952e-11,4.62369157037393e-11,2.6434578731576917,0.0077319587628857465,3.4480455368309832,False,True,False,False
-0.0132,2.6050920866877428e-05,0.24643,5.201289581725433e-11,4.7006153573269636e-11,2.603069556258092,0.007216494845359457,3.418938844604699,False,True,False,False
-0.0131,2.6038810004668022e-05,0.24643500000000002,5.293113263213741e-11,4.7788189158454517e-11,2.5627000155600714,0.006701030927833169,3.3893183021891153,False,True,False,False
-0.013,2.60267047727004e-05,0.24644,5.3865580020090076e-11,4.858323537331245e-11,2.5223492423346623,0.006185567010309741,3.35917483806161,False,True,False,False
-0.0129,2.601460516835713e-05,0.246445,5.481652416292839e-11,4.9391508674086194e-11,2.482017227857097,0.005670103092783453,3.3284992205506967,False,True,False,False
-0.0128,2.6002511189021955e-05,0.24645,5.578425629472847e-11,5.021322911817434e-11,2.441703963406517,0.005154639175257164,3.2972820550087585,False,True,False,False
-0.0127,2.5990422832079863e-05,0.246455,5.676907279101942e-11,5.104862042404339e-11,2.4014094402662076,0.004639175257730875,3.265513780934857,False,True,False,False
-0.0126,2.5978340094917056e-05,0.24646,5.777127525955026e-11,5.189791003213631e-11,2.36113364972352,0.004123711340204587,3.233184669046765,False,True,False,False
-0.0125,2.596626297492093e-05,0.24646500000000002,5.879117063266012e-11,5.276132916679477e-11,2.3208765830697695,0.003608247422678298,3.2002848183012857,False,True,False,False
-0.0124,2.5954191469480122e-05,0.24647,5.982907126127834e-11,5.3639112899211254e-11,2.2806382316004052,0.0030927835051548706,3.166804152861989,False,True,False,False
-0.0123,2.5942125575984463e-05,0.246475,6.088529501058445e-11,5.453150021142875e-11,2.2404185866148745,0.002577319587628582,3.1327324190134047,False,True,False,False
-0.0122,2.593006529182501e-05,0.24648,6.196016535735695e-11,5.5438734061405026e-11,2.2002176394167012,0.0020618556701022936,3.098059182020743,False,True,False,False
-0.0121,2.5918010614394026e-05,0.246485,6.305401148904063e-11,5.636106144915955e-11,2.1600353813134183,0.0015463917525760046,3.0627738229341728,False,True,False,False
-0.012,2.5905961541084984e-05,0.24649000000000001,6.416716840456252e-11,5.7298733484020526e-11,2.119871803616614,0.001030927835049716,3.0268655353366922,False,True,False,False
-0.0119,2.5893918069292583e-05,0.246495,6.529997701692833e-11,5.825200545299119e-11,2.0797268976419416,0.0005154639175262886,2.9903233220345697,False,True,False,False
