epsilon,delta_em,pi_cosmo,G_eff_cosmo,F_temps_cosmo,omega_m_eff,H_ratio_z0,H_ratio_z05,H_ratio_z1,H_ratio_z2,DA_rec,DL_z0_5,DL_z1,f_sigma8_proxy_z0,f_sigma8_proxy_z05,f_sigma8_proxy_z1,first_peak_shift,bbn_D_over_H,bbn_Y_p,bbn_Li7_over_H,bbn_Be7_over_H,bbn_Li_total_over_H,passes_bbn,passes_cosmo,passes_all
-0.0069,-0.0069,0.0,1.0,1.0,0.315,1.0,1.0,1.0,1.0,10.38260259907672,2926.835983374479,6801.690289107283,0.5297498038588546,0.7606879137410921,0.8761225909176094,0.0,2.5e-05,0.247,1.6e-10,1.4e-10,3e-10,True,True,True
