Pump Power  H,Conversion Efficiency H,Pump Power  V,Conversion Efficiency V,Fit x H,Fit y H,Fit x V,Fit y V
,,,,269.941841841842,42.9208561925391,238.591591591592,38.9095942083828
,,,,270.741341341341,43.0017350074656,239.263263263263,38.9823270920325
,,,,271.540840840841,43.0823799618644,239.934934934935,39.054880796224
,,,,272.34034034034,43.1627913760834,240.606606606607,39.1272555353304
,,,,273.13983983984,43.2429695701761,241.278278278278,39.1994515235521
,,,,273.939339339339,43.3229148639018,241.94994994995,39.2714689749164
,,,,274,43.3289710798747,242.621621621622,39.3433081032781
,,,,274.738838838839,43.402627576726,243.293293293293,39.4149691223193
,,,,275.538338338338,43.4821080278207,243.964964964965,39.4864522455493
,,,,276.337837837838,43.5613565360641,244.636636636637,39.5577576863055
,,,,277.137337337337,43.6403734200412,245.308308308308,39.6288856577525
,,,,277.936836836837,43.7191589980441,245.97997997998,39.699836372883
,,,,278.736336336336,43.7977135880718,246,39.7019484300948
,,,,279.535835835836,43.8760375078307,246.651651651652,39.7706100445174
,,,,280.335335335335,43.9541310747348,247.323323323323,39.8412068853043
,,,,281.134834834835,44.0319946059058,247.994994994995,39.9116271077202
,,,,281.934334334334,44.1096284181732,248.666666666667,39.98187092407
,,,,282.733833833834,44.1870328280749,249.338338338338,40.0519385464867
,,,,283.533333333333,44.2642081518569,250.01001001001,40.121830186932
,,,,284.332832832833,44.3411547054739,250.681681681682,40.1915460571959
,,,,285.132332332332,44.4178728045893,251.353353353353,40.2610863688972
,,,,285.931831831832,44.4943627645755,252.025025025025,40.3304513334834
,,,,286.731331331331,44.570624900514,252.696696696697,40.3996411622306
,,,,287.530830830831,44.6466595271957,253.368368368368,40.4686560662442
,,,,288.33033033033,44.722466959121,254.04004004004,40.5374962564586
,,,,289.12982982983,44.7980475105002,254.711711711712,40.6061619436371
,,,,289.929329329329,44.8734014952534,255.383383383383,40.6746533383725
,,,,290.728828828829,44.9485292270109,256.055055055055,40.742970651087
,,,,291.528328328328,45.0234310191136,256.726726726727,40.8111140920321
,,,,292.327827827828,45.0981071846126,257.398398398398,40.8790838712889
,,,,293.127327327327,45.1725580362702,258.07007007007,40.9468801987684
,,,,293.926826826827,45.2467838865593,258.741741741742,41.0145032842111
,,,,294.726326326326,45.3207850476642,259.413413413413,41.0819533371876
,,,,295,45.3460645433259,260.085085085085,41.1492305670983
,,,,295.525825825826,45.3945618314805,260.756756756757,41.2163351831741
,,,,296.325325325325,45.4681145496154,261.428428428429,41.2832673944756
,,,,297.124824824825,45.541443513388,262.1001001001,41.350027409894
,,,,297.924324324324,45.6145490338293,262.771771771772,41.4166154381508
,,,,298.723823823824,45.6874314216823,263.443443443444,41.4830316877982
,,,,299.523323323323,45.7600909874026,264.115115115115,41.5492763672189
,,,,300.322822822823,45.8325280411585,264.786786786787,41.6153496846262
,,,,301.122322322322,45.9047428928309,265.458458458458,41.6812518480645
,,,,301.921821821822,45.9767358520137,266.13013013013,41.746983065409
,,,,302.721321321321,46.048507228014,266.801801801802,41.8125435443658
,,,,303.520820820821,46.1200573298525,267,41.831856665517
,,,,304.32032032032,46.1913864662631,267.473473473474,41.8779334924723
,,,,305.11981981982,46.2624949456939,268.145145145145,41.9431531170973
,,,,305.919319319319,46.3333830763067,268.816816816817,42.0082026254406
,,,,306.718818818819,46.4040511659777,269.488488488489,42.0730822245337
,,,,307.518318318318,46.4744995222974,270.16016016016,42.1377921212396
,,,,308.317817817818,46.5447284525709,270.831831831832,42.202332522253
,,,,309.117317317317,46.6147382638181,271.503503503504,42.2667036341002
,,,,309.916816816817,46.6845292627738,272.175175175175,42.3309056631397
,,,,310.716316316316,46.7541017558882,272.846846846847,42.3949388155615
,,,,311,46.7787354633818,273.518518518519,42.4588032973881
,,,,311.515815815816,46.8234560493268,274.19019019019,42.5224993144741
,,,,312.315315315315,46.8925924489706,274.861861861862,42.5860270725061
,,,,313.114814814815,46.9615112604165,275.533533533534,42.6493867770035
,,,,313.914314314314,47.0302127889774,276.205205205205,42.7125786333178
,,,,314.713813813814,47.0986973396823,276.876876876877,42.7756028466335
,,,,315.513313313313,47.1669652172767,277.548548548549,42.8384596219673
