N,MIN_NEUTRON,Cint_n,lambda_pred,|Cn|,eps
50,35,0.9575100749541068,1654.5774095206966,63,0.09888897963186537
55,26,1.0917346532919985,1886.5174808885733,244,-0.02742953116849075
55,29,1.073795287214827,1855.5182563072212,202,-0.010546825812798085
55,33,1.0115671673852547,1747.98806524172,143,0.048015946550619824
60,20,1.1471583029453172,1982.289547489508,388,-0.0795886288093399
60,21,1.1489005069103262,1985.3000759410436,382,-0.08122821384730818
60,22,1.141384026469629,1972.3115977395191,369,-0.07415446753730903
60,23,1.1388048475630068,1967.8547765888757,356,-0.07172720687755059
60,24,1.1378333917050947,1966.1761008664037,338,-0.07081297150576332
60,25,1.1331121949652123,1958.017872899887,334,-0.06636986169113498
60,26,1.1191154143908917,1933.8314360674608,316,-0.05319751650636028
60,27,1.1049644515808679,1909.3785723317396,301,-0.03988007069510522
60,28,1.0854918640706002,1875.729941113997,284,-0.02155445338875348
60,29,1.0799204996467766,1866.10262338963,274,-0.016311252286107174
60,30,1.0761204087012088,1859.5360662356888,251,-0.012734993488395366
60,31,1.0742904310096242,1856.3738647846305,242,-0.01101280475320757
60,32,1.0585179614959883,1829.1190374650678,218,0.0038306381190138187
60,33,1.0595668032197136,1830.931435963665,207,0.002843575047206381
60,34,1.048268203731093,1811.4074560473289,190,0.013476666834161915
60,35,1.0439938418749204,1804.0213587598623,176,0.017499261138272076
65,26,1.1253698003054444,1944.639014927808,413,-0.05908350791330065
65,29,1.1164810890516041,1929.2793218811719,371,-0.050718357637373104
65,33,1.0636308805298267,1837.9541615555404,301,-0.0009811208464075457
70,20,1.1620545675033704,2008.0302926458241,574,-0.09360747676373289
70,21,1.1594409758732347,2003.5140063089495,568,-0.09114783035137515
70,22,1.1612868425959493,2006.7036640058004,555,-0.09288497222536399
70,23,1.1584117040538153,2001.7354246049929,542,-0.09017918448153656
70,24,1.1505523076879511,1988.1543876847795,524,-0.08278272060718937
70,25,1.1476202924962644,1983.087865433545,520,-0.08002340635011246
70,26,1.135399763792053,1961.9707918326676,502,-0.06852268862594872
70,27,1.1293454563826348,1951.508948629193,487,-0.06282499074262911
70,28,1.1178821624192634,1931.700376660487,470,-0.05203690527981183
70,29,1.1116614663882662,1920.951013918924,460,-0.04618261936207823
70,30,1.1005893874113752,1901.8184614468564,437,-0.035762705623895386
70,31,1.098352458357341,1897.953048041485,428,-0.033657535688771084
70,32,1.0915523298365333,1886.2024259575296,403,-0.027257946890383706
70,33,1.0988721932140049,1898.8511498738003,390,-0.03414665723355664
70,34,1.0918950524761346,1886.7946506787607,368,-0.027580482554031133
70,35,1.078493270689917,1863.6363717521767,350,-0.014968089665414859
75,26,1.1441937701992575,1977.166834904317,613,-0.07679871233995489
75,29,1.143576130168935,1976.0995529319196,571,-0.07621745241120594
75,33,1.1141624190771788,1925.272660165365,501,-0.04853626146814855
80,20,1.1715341989269346,2024.4110957457428,784,-0.102528740955351
80,21,1.1698534269992067,2021.5067218546292,778,-0.1009469694978825
80,22,1.169010791811205,2020.0506482497622,765,-0.10015396702833174
80,23,1.1637148220702607,2010.8992125374104,752,-0.0951699393695838
80,24,1.1628815150409977,2009.459257990844,734,-0.09438571561355168
80,25,1.1641066386549013,2011.5762715956694,730,-0.09553867725717162
80,26,1.1604145303011535,2005.1963083603932,712,-0.09206404068364542
80,27,1.144074823852517,1976.9612956171493,697,-0.07668677214560693
80,28,1.1320532314490137,1956.1879839438957,680,-0.06537327301851958
80,29,1.1317304931669148,1955.6302921924287,670,-0.06506954459800349
80,30,1.1199235709542432,1935.2279306089322,647,-0.053958071203869626
80,31,1.1180898572446578,1932.0592733187686,638,-0.05223236650881802
80,32,1.1135856033299896,1924.275922554222,613,-0.0479934211992991
80,33,1.1107526265218137,1919.380538629694,600,-0.04532731178795214
80,34,1.1122613599070386,1921.9876299193627,578,-0.046747178080522145
80,35,1.1095659643070868,1917.329986322646,560,-0.04421054609836281
85,26,1.146879260827384,1981.8073627097194,837,-0.0793260227708305
85,29,1.145296288438201,1979.0719864212112,795,-0.07783629028430851
85,33,1.1307067092866379,1953.8611936473103,725,-0.0641060634178844
90,20,1.1629786753500218,2009.6271510048375,1029,-0.0944771530067385
90,21,1.1591792739159212,2003.061785326712,1023,-0.09090154310703642
90,22,1.1632206124299147,2010.0452182788927,1010,-0.09470483956025884
90,23,1.1625943560713756,2008.963047291337,997,-0.09411547082042361
90,24,1.1589894560974896,2002.733780136462,979,-0.09072290589733473
90,25,1.1580975650924121,2001.192592479688,975,-0.08988354886635931
90,26,1.1618555951090697,2007.6864683484723,957,-0.09342022419904097
90,27,1.152981861809943,1992.3526572075816,942,-0.08506916964952733
90,28,1.1496710055836483,1986.6314976485444,925,-0.08195332877180958
90,29,1.1506357245457866,1988.2985320151192,915,-0.08286122406302365
90,30,1.1451049983184445,1978.741437094272,892,-0.07765626749446121
90,31,1.1448142223840594,1978.2389762796547,883,-0.07738261878225865
90,32,1.1445039734329987,1977.7028660922217,858,-0.07709064404886286
90,33,1.1464985142243602,1981.1494325796943,845,-0.07896770282315906
90,34,1.137923776755999,1966.3322862343664,823,-0.07089803271564182
90,35,1.1436132005131017,1976.1636104866398,805,-0.07625233924585269
95,26,1.1690232292613183,2020.072140163558,1104,-0.10016567189040639
95,29,1.1668889696336522,2016.384139526951,1062,-0.09815712396895615
95,33,1.1402000490175543,1970.2656847023338,992,-0.0730402284730536
100,20,1.1725868561440536,2026.2300874169246,1297,-0.10351939478117261
100,21,1.1738295089786477,2028.3773915151032,1291,-0.10468885314305788
100,22,1.1717397343923435,2024.7662610299694,1278,-0.10272217001453383
100,23,1.1660808559938263,2014.9877191573319,1265,-0.09739660966670005
100,24,1.1651884978705573,2013.445724320323,1247,-0.09655681303162938
100,25,1.1642076672885815,2011.7508490746688,1243,-0.09563375512377932
100,26,1.1543960686577777,1994.7964066406398,1225,-0.08640007718668816
100,27,1.1541428442514885,1994.3588348665721,1210,-0.08616176815046805
100,28,1.1502200092084867,1987.5801759122648,1193,-0.08246999510201763
100,29,1.1444634826039355,1977.6328979396005,1183,-0.07705253820199286
100,30,1.14408799159358,1976.9840494737061,1160,-0.07669916428318917
100,31,1.145188939664114,1978.8864877395888,1151,-0.07773526454485871
100,32,1.1423495640082963,1973.9800466063361,1126,-0.07506313318943168
100,33,1.1426968743199715,1974.5801988249107,1113,-0.07538998630306905
100,34,1.1371765493771517,1965.0410773237181,1091,-0.07019481836478245
100,35,1.1412271783303463,1972.0405641548384,1073,-0.07400685803373408
105,26,1.1658821683036173,2014.6443868286508,1378,-0.0972096250365202
105,29,1.168050695343918,2018.3916015542904,1336,-0.09925042195876138
105,33,1.1558140152141319,1997.2466182900198,1266,-0.08773450415685348
110,20,1.1797337350112347,2038.5798940994137,1611,-0.11024530971085288
110,21,1.1777548448629676,2035.160371923208,1605,-0.10838297972880341
110,22,1.171393397567116,2024.1677909959765,1592,-0.10239623304725264
110,23,1.1707300752876852,2023.02157009712,1579,-0.10177198163550696
110,24,1.1688928229757443,2019.846798102086,1561,-0.10004294676810237
110,25,1.1675000150529635,2017.440026011521,1557,-0.09873217772106765
110,26,1.1645659924504492,2012.3700349543763,1539,-0.09597097429324829
110,27,1.1610950903362225,2006.3723161009925,1524,-0.09270451451641655
110,28,1.15815008190461,2001.2833415311661,1507,-0.08993297234446572
110,29,1.1583424680999705,2001.615784876749,1497,-0.09011402664910516
110,30,1.1564657635491329,1998.3728394129016,1474,-0.08834786335018018
110,31,1.1542093326446579,1994.4737268099689,1465,-0.08622434025845804
110,32,1.156713549316872,1998.801013219555,1440,-0.08858105409338034
110,33,1.1527518902046907,1991.9552662737055,1427,-0.08485274378280779
110,34,1.1497464669058,1986.7618948132224,1405,-0.08202434528722916
110,35,1.1509750237384007,1988.8848410199564,1387,-0.08318053792682945
115,26,1.173793948372357,2028.3159427874327,1701,-0.10465538712002816
115,29,1.1744698187305662,2029.4838467664185,1659,-0.10529144750628762
115,33,1.157998675738108,2001.0217116754507,1589,-0.08979048427174943
120,20,1.1736303734337545,2028.0332852935278,1924,-0.10450144703763506
120,21,1.173680272386215,2028.1195106833795,1918,-0.10454840685262096
120,22,1.1712397529293757,2023.9022930619612,1905,-0.10225163835325438
120,23,1.1688977459745356,2019.8553050439975,1892,-0.10004757979346701
120,24,1.1630267424364853,2009.7102109302466,1874,-0.09452238885590845
120,25,1.1641746534562398,2011.6938011723823,1870,-0.09560268586516171
120,26,1.1642496611042394,2011.8234143881257,1852,-0.0956732754286476
120,27,1.1655536757632088,2014.0767517188249,1837,-0.09690048129379245
120,28,1.1614293594585203,2006.949933144323,1820,-0.0930190945900369
120,29,1.1619601240696307,2007.8670943923219,1810,-0.09351859621702076
120,30,1.16225096475956,2008.3696671045197,1787,-0.09379230587055036
120,31,1.1628540020220952,2009.4117154941805,1778,-0.09435982316063121
120,32,1.1627384954428297,2009.2121201252098,1753,-0.09425112012530691
120,33,1.1646887048553876,2012.5820819901096,1740,-0.09608645871823573
120,34,1.1588926180551038,2002.5664439992192,1718,-0.09063177178870518
120,35,1.162077806350381,2008.0704493734584,1700,-0.09362934680112425
125,26,1.1711190307774522,2023.6936851834373,2052,-0.10213802695182228
125,29,1.1657987375041987,2014.5002184072555,2010,-0.09713110846028698
125,33,1.1584357229985982,2001.7769293415777,1940,-0.09020178866754733
130,20,1.168900182978217,2019.859516186359,2297,-0.10004987325327644
130,21,1.1690893599411534,2020.186413978313,2291,-0.10022790735501673
130,22,1.1675162829360508,2017.4681369134958,2278,-0.09874748739676863
130,23,1.1713122818742219,2024.0276230786553,2265,-0.10231989521363219
130,24,1.1642892770746274,2011.8918707849562,2247,-0.09571055794758185
130,25,1.1633259535403988,2010.2272477178092,2243,-0.09480397589107978
130,26,1.1617913498813675,2007.5754525950028,2225,-0.09335976313006336
130,27,1.1625145311359855,2008.825109802983,2210,-0.09404034771638356
130,28,1.1617830107332996,2007.5610425471416,2193,-0.09335191517271965
130,29,1.1614918559002274,2007.0579269955929,2183,-0.09307790987963972
130,30,1.1612607694885242,2006.6586096761698,2160,-0.09286043487056159
130,31,1.160475375744754,2005.3014492869347,2151,-0.09212130222188054
130,32,1.1623643656156526,2008.5656237838477,2126,-0.09389902721355985
130,33,1.1652312900225386,2013.5196691589467,2113,-0.0965970846493849
130,34,1.1636026144876548,2010.7053178346675,2091,-0.09506434101412019
130,35,1.165045163938038,2013.1980432849296,2073,-0.09642192172388821
135,26,1.177618735950343,2034.9251757221925,2425,-0.10825488787437325
135,29,1.1690875866139323,2020.183349668875,2383,-0.10022623847993807
135,33,1.165223223681991,2013.5057305224805,2313,-0.09658949343071095
140,20,1.1737491546706351,2028.2385392708575,2681,-0.10461323184738884
140,21,1.1735179438824794,2027.8390070289245,2675,-0.10439563978785352
140,22,1.172074318292533,2025.344422009497,2662,-0.10303704632506566
140,23,1.172025826761696,2025.2606286442108,2649,-0.10299141103205445
140,24,1.1729842686773637,2026.9168162744845,2631,-0.10389339900605282
140,25,1.1740726945125117,2028.7976161176202,2627,-0.1049177146143792
140,26,1.1746034901219502,2029.71483093073,2609,-0.10541724541383418
140,27,1.1740452157479224,2028.75013281241,2594,-0.10489185439813163
140,28,1.1733806872291197,2027.6018275319188,2577,-0.10426646779666875
140,29,1.1757432975210953,2031.6844181164527,2567,-0.10648991612021398
140,30,1.1732994616189218,2027.461469677497,2544,-0.10419002652007028
140,31,1.1753584252390363,2031.0193588130549,2535,-0.10612771350337556
140,32,1.1720433557843566,2025.2909187953683,2510,-0.10300790756395412
140,33,1.1735280888488555,2027.8565375308224,2497,-0.10440518719757995
140,34,1.1683791888172739,2018.9592382762492,2475,-0.09955956657948409
140,35,1.1707237877783911,2023.01070528106,2457,-0.10176606447174677
145,26,1.1793697448841407,2037.9509191597951,2819,-0.10990275925273331
145,29,1.1736240562402935,2028.0223691832273,2777,-0.10449550193815846
145,33,1.1722194252402458,2025.5951668151447,2707,-0.10317360621423675
150,20,1.1797291072086837,2038.5718972566056,3104,-0.11024095449414252
150,21,1.17882253751209,2037.0053448208914,3098,-0.10938778337281344
150,22,1.1782533377206716,2036.0217675813205,3085,-0.10885211046632952
150,23,1.1761575744025532,2032.4002885676118,3072,-0.10687979135299762
150,24,1.1780743534029547,2035.7124826803058,3054,-0.10868366864478997
150,25,1.1786379126001412,2036.6863129730439,3050,-0.10921403319812253
150,26,1.179089012281799,2037.4658132229486,3032,-0.10963856230236813
150,27,1.180864248207337,2040.5334209022785,3017,-0.11130923365935887
150,28,1.179920866180325,2038.9032567596018,3000,-0.11042141851966077
150,29,1.1779595640453089,2035.5141266702938,2990,-0.1085756405854501
150,30,1.1779605602957597,2035.5158481910728,2967,-0.10857657815496898
150,31,1.1769570629659316,2033.78180480513,2958,-0.10763218861122303
150,32,1.1764155423010536,2032.8460570962206,2933,-0.10712256448126066
150,33,1.176833094101382,2033.567586607188,2920,-0.10751552173434073
150,34,1.1739198112336213,2028.5334338116977,2898,-0.10477383643383398
150,35,1.172215963455783,2025.589184851593,2880,-0.10317034833506541
155,26,1.1794707462906788,2038.125449590293,3257,-0.10999781149592625
155,29,1.1779800458721128,2035.549519267011,3215,-0.1085949159960521
155,33,1.1745240092329612,2029.577487954557,3145,-0.10534244609124738
160,20,1.1775004245889096,2034.7207336896358,3538,-0.10814354526356323
160,21,1.1778488591244838,2035.322828567108,3532,-0.10847145638230293
160,22,1.1787969712675563,2036.9611663503374,3519,-0.10936372302577245
160,23,1.1783555442879574,2036.1983805295904,3506,-0.1089482968841483
160,24,1.180976185137733,2040.7268479180025,3488,-0.11141457730451129
160,25,1.179607874590039,2038.3624072915873,3484,-0.1101268626933913
160,26,1.1773880808235841,2034.5266036631533,3466,-0.10803781874678549
160,27,1.1748662290368361,2030.168843775653,3451,-0.10566450853709133
160,28,1.176170024609805,2032.421802525743,3434,-0.1068915082207925
160,29,1.176622430598932,2033.2035600749543,3424,-0.10731726668866277
160,30,1.1758450431770728,2031.860234609982,3401,-0.10658566877522431
160,31,1.1741428459312702,2028.9188377692349,3392,-0.10498373398920482
160,32,1.170918251343876,2023.3467383222178,3367,-0.10194907378569776
160,33,1.1711743581528609,2023.7892908881436,3354,-0.10219009544594358
160,34,1.16562956022068,2014.2078800613351,3332,-0.09697189602110509
160,35,1.1650633761037041,2013.2295139072007,3314,-0.09643906116044959
165,26,1.1709035036169992,2023.3212542501747,3713,-0.10193519472628973
165,29,1.1715475381480478,2024.4341459198265,3671,-0.10254129447250207
165,33,1.172354871035288,2025.8292171489777,3601,-0.10330107400989515
170,20,1.1756880825975091,2031.5890067284959,4025,-0.10643795345430196
170,21,1.1749135435001257,2030.2506031682171,4019,-0.10570903609393713
170,22,1.1745627198606579,2029.6443799192168,4006,-0.10537887659379273
170,23,1.175099216998654,2030.5714469736743,3993,-0.10588377309158417
170,24,1.176782394626179,2033.4799779140374,3975,-0.1074678085488325
170,25,1.1762636924351864,2032.583660528002,3971,-0.1069796588438646
170,26,1.174607054939429,2029.7209909353332,3953,-0.10542060025719276
170,27,1.1760361716204333,2032.1905045601088,3938,-0.1067655394117042
170,28,1.1736344159250036,2028.0402707184062,3921,-0.10450525141892521
170,29,1.1737338021462616,2028.21201010874,3911,-0.1045987836141375
170,30,1.1730152928443434,2026.9704260350254,3888,-0.10392259579415396
170,31,1.1705406501324231,2022.6942434288271,3879,-0.10159371396041246
170,32,1.1712849175857483,2023.980337588173,3854,-0.10229414273065253
170,33,1.1705164069290228,2022.6523511733515,3841,-0.10157089872501762
170,34,1.1686828156208544,2019.4839053928365,3819,-0.09984530922172082
170,35,1.1688085874124579,2019.701239048727,3801,-0.0999636728300313
175,26,1.1760924937673367,2032.2878292299579,4217,-0.10681854408350139
175,29,1.1754342482876112,2031.1503810409922,4175,-0.1061990704388856
175,33,1.1750157449245267,2030.427207229582,4105,-0.10580521767179624
180,20,1.1795931904734376,2038.3370331381002,4526,-0.11011304349749985
180,21,1.1763763150566635,2032.7782724179146,4520,-0.10708564779166839
180,22,1.1757088852194857,2031.6249536592713,4507,-0.10645753076466762
180,23,1.1773636887625079,2034.4844541816135,4494,-0.10801486342169779
180,24,1.1779689439485894,2035.5303351431626,4476,-0.10858446799566457
180,25,1.1774078399679608,2034.5607474646363,4472,-0.10805641404224675
180,26,1.174130113523103,2028.896836167922,4454,-0.10497175154263283
180,27,1.1758421649611892,2031.855261052935,4439,-0.10658296009139989
180,28,1.1739579531034587,2028.5993429627767,4422,-0.10480973167937442
180,29,1.1727258553468345,2026.47027803933,4412,-0.10365020668250353
180,30,1.1723291132877003,2025.7847077611461,4389,-0.10327683343967214
180,31,1.1728838597688664,2026.7433096806012,4380,-0.10379890436170731
180,32,1.171747691950841,2024.7800116910532,4355,-0.1027296588586149
180,33,1.1726772571104211,2026.3863002868077,4342,-0.10360447096906508
180,34,1.1702393664774824,2022.1736252730896,4320,-0.10131017645117332
180,35,1.1704362360321192,2022.513815863502,4302,-0.10149545003721547
185,26,1.1791409757993965,2037.555606181357,4733,-0.10968746507591486
185,29,1.1764325862764429,2032.8755090856932,4691,-0.10713860453604009
185,33,1.1763801590826795,2032.78491489487,4621,-0.10708926539768227
190,20,1.1815601337351216,2041.73591109429,5057,-0.1119641302859362
190,21,1.1797917778295821,2038.680192089518,5051,-0.11029993370347099
190,22,1.1794535508353092,2038.0957358434143,5038,-0.10998162888360793
190,23,1.180797583362704,2040.4182240507525,5025,-0.11124649549321175
190,24,1.1803587912263198,2039.6599912390807,5007,-0.11083354899782828
190,25,1.177832305428645,2035.2942237806985,5003,-0.10845587772873222
190,26,1.1781061123332996,2035.7673621119418,4985,-0.10871355691738101
190,27,1.1774887999091652,2034.7006462430375,4970,-0.10813260529823028
190,28,1.1764907683589045,2032.976047724187,4953,-0.10719335958986731
190,29,1.1770501529324398,2033.9426642672559,4943,-0.10771979541234221
190,30,1.176363224418706,2032.755651795524,4920,-0.10707332821568091
190,31,1.1762669754114934,2032.5893335110607,4911,-0.10698274844700022
190,32,1.174632948389356,2029.7657348168073,4886,-0.10544496853664481
190,33,1.175415430831785,2031.1178644773245,4873,-0.1061813613648363
190,34,1.1738459272540838,2028.4057622950568,4851,-0.1047043043527296
190,35,1.1742596565999657,2029.1206866047407,4833,-0.10509366430076124
195,26,1.178495055664208,2036.4394561877514,5282,-0.1090795907910162
195,29,1.1805623657150888,2040.0117679556733,5240,-0.11102513258539969
195,33,1.175571567457926,2031.387668567296,5170,-0.10632830126466498
200,20,1.174966930135234,2030.342855273684,5631,-0.10575927816082993
200,21,1.174659863766905,2029.8122445892118,5625,-0.10547029855035549
200,22,1.174003529823792,2028.6780995355127,5612,-0.10485262384942973
200,23,1.174572347929261,2029.661017221763,5599,-0.1053879375519487
200,24,1.1734268882227883,2027.6816628489782,5581,-0.10430994746924427
200,25,1.174086853688415,2028.8220831735812,5577,-0.10493103978951787
200,26,1.1751953598405371,2030.7375818044482,5559,-0.10597425294826293
200,27,1.1714643912523262,2024.2904680840195,5544,-0.10246304507753067
200,28,1.1719053210920731,2025.0523948471023,5527,-0.10287800336172857
200,29,1.1720033706762536,2025.2218245285662,5517,-0.10297027765017595
200,30,1.1704554224469945,2022.5469699884065,5494,-0.10151350633796646
200,31,1.1704911162030334,2022.6086487988416,5485,-0.1015470976679861
200,32,1.1705640958290062,2022.7347575925228,5460,-0.10161577866356693
200,33,1.1702763882088898,2022.2375988249617,5447,-0.10134501753643915
200,34,1.1709347924363052,2023.3753213299353,5425,-0.10196464057822213
200,35,1.1696290591011347,2021.1190141267607,5407,-0.10073581726997594
205,26,1.1760515361040977,2032.2170543878808,5864,-0.10677999889982277
205,29,1.1746807377349975,2029.8483148060757,5822,-0.1054899430044234
205,33,1.1710235281418433,2023.5286566291052,5752,-0.10204814959212401
210,20,1.1751662607013709,2030.687298491969,6209,-0.10594686780039683
210,21,1.175223868897268,2030.7868454544791,6203,-0.10600108277060369
210,22,1.175597058744419,2031.4317175103563,6190,-0.10635229106882813
210,23,1.174997362802743,2030.3954429231399,6177,-0.10578791828983637
210,24,1.1745279843856171,2029.5843570183463,6159,-0.10534618710030777
210,25,1.1749695401780893,2030.3473654277384,6155,-0.10576173446749682
210,26,1.1749148627920185,2030.252882904608,6137,-0.10571027767717978
210,27,1.1744005065348435,2029.3640752922097,6122,-0.10522621792276116
210,28,1.1740319971231303,2028.7272910287693,6105,-0.10487941437396293
210,29,1.1741583410839544,2028.9456133930732,6095,-0.1049983164497045
210,30,1.17403094644655,2028.7254754596383,6072,-0.10487842558411078
210,31,1.1747140057057754,2029.90580185958,6063,-0.10552125143226913
210,32,1.1738184383118537,2028.3582614028833,6038,-0.10467843455832254
210,33,1.1741923699682624,2029.0044153051574,6025,-0.10503034097191354
210,34,1.1750064010970334,2030.4110610956736,6003,-0.10579642421244068
210,35,1.1745541264440953,2029.6295304953967,5985,-0.10537078934482304
215,26,1.1739014251172406,2028.5016626025918,6496,-0.10475653329256596
215,29,1.1740714579095555,2028.795479267712,6454,-0.10491655084954706
215,33,1.171404201151131,2024.1864595891543,6384,-0.10240640028086197
220,20,1.1751227295037883,2030.612076582546,6845,-0.10590590066814658
220,21,1.1754984037589782,2031.2612416955144,6839,-0.10625944703833652
220,22,1.1758072726720523,2031.7949671773065,6826,-0.10655012302044936
220,23,1.1746090942351473,2029.7245148383345,6813,-0.10542251943474881
220,24,1.1755137162859506,2031.2877017421226,6795,-0.1062738576301051
220,25,1.1756498625798528,2031.5229625379857,6791,-0.10640198466398876
220,26,1.1757123769761213,2031.6309874147375,6773,-0.10646081685059719
220,27,1.1759052424130194,2031.9642588896975,6758,-0.10664232216859118
220,28,1.1760125209888252,2032.14963626869,6741,-0.10674328184456403
220,29,1.1753071826808803,2030.930811672561,6731,-0.10607948922347066
220,30,1.1747447299539115,2029.958893360359,6708,-0.10555016596728255
220,31,1.1749928056250327,2030.3875681200566,6699,-0.10578362953803744
220,32,1.1743378735668129,2029.2558455234525,6674,-0.10516727414847911
220,33,1.175293237798483,2030.9067149157786,6661,-0.10606636571956758
220,34,1.175576862405634,2031.3968182369356,6639,-0.10633328433049043
220,35,1.1758776448287989,2031.9165702641644,6621,-0.10661635013140104
225,26,1.1772973960842565,2034.3699004335954,7094,-0.10795247550066754
225,29,1.1765831029426845,2033.1356018849588,7052,-0.10728025550165096
225,33,1.1749370119842708,2030.29115670882,6982,-0.10573112224242547
230,20,1.1762374431522478,2032.5383017670842,7516,-0.10695495569060143
230,21,1.1757430672147917,2031.68402014716,7510,-0.10648969937936323
230,22,1.174197374292854,2029.0130627780518,7497,-0.10503505053284348
230,23,1.1745214793536354,2029.5731163230819,7484,-0.10534006522633495
230,24,1.1732237057271884,2027.3305634965816,7466,-0.10411873278574366
230,25,1.1733108131359997,2027.4810850990075,7462,-0.10420070941250587
230,26,1.1739045751895618,2028.5071059275629,7444,-0.10475949781999798
230,27,1.1740702223636363,2028.7933442443637,7429,-0.10491538807949059
230,28,1.173946593284091,2028.5797131949091,7412,-0.10479904097366854
230,29,1.173336260202634,2027.5250576301517,7402,-0.10422465760143887
230,30,1.1737297959814887,2028.2050874560125,7379,-0.10459501341962918
230,31,1.1727758777450192,2026.5567167433933,7370,-0.10369728267203995
230,32,1.172736890453874,2026.4893467042941,7345,-0.10366059180201746
230,33,1.1727456151334972,2026.5044229506832,7332,-0.10366880258241903
230,34,1.1721686834267653,2025.5074849614505,7310,-0.10312585318425126
230,35,1.1730505111895146,2027.0312833354812,7292,-0.10395573971585569
235,26,1.1752751113037034,2030.8753923327995,7792,-0.10604930690772447
235,29,1.175323373082885,2030.9587886872253,7750,-0.10609472598186338
235,33,1.1759979878810798,2032.124523058506,7680,-0.10672960476283697
240,20,1.1773140629142875,2034.398700715889,8169,-0.10796816062462433
240,21,1.1774790271583737,2034.6837589296697,8163,-0.1081234081799253
240,22,1.1781787491957527,2035.8928786102606,8150,-0.10878191533882582
240,23,1.1784338361860407,2036.3336689294783,8137,-0.10902197724951863
240,24,1.1781365609119197,2035.819977255797,8119,-0.10874221202030544
240,25,1.1782259928202663,2035.9745155934202,8115,-0.10882637622942629
240,26,1.1792151959375765,2037.6838585801322,8097,-0.10975731351531695
240,27,1.179090060748891,2037.4676249740837,8082,-0.1096395490128748
240,28,1.1773450077296423,2034.452173356822,8065,-0.10799728273505306
240,29,1.1777472352036213,2035.1472224318577,8055,-0.10837581829199193
240,30,1.1780098538633323,2035.6010274758382,8032,-0.10862296824331875
240,31,1.1781970372130286,2035.9244803041133,8023,-0.10879912615920155
240,32,1.177429144595129,2034.597561860383,7998,-0.10807646378880115
240,33,1.1773492366641898,2034.45948095572,7985,-0.10800126257779813
240,34,1.1765161127726296,2033.019842871104,7963,-0.10721721117233081
240,35,1.175846600786409,2031.862926158915,7945,-0.10658713463858699
245,26,1.1768985877181959,2033.6807595770424,8486,-0.10757715766008025
245,29,1.177037556869792,2033.9208982710004,8444,-0.10770794128029482
245,33,1.1761462387713904,2032.3807005969625,8374,-0.10686912341076825
250,20,1.1786656122264507,2036.7341779273067,8896,-0.1092401012669403
250,21,1.1789422397835982,2037.2121903460577,8890,-0.10950043496660931
250,22,1.1788601484354555,2037.070336496467,8877,-0.10942317894557803
250,23,1.17903186462136,2037.3670620657101,8864,-0.10958478074125795
250,24,1.177927726686315,2035.4591117139526,8846,-0.10854567850379779
250,25,1.1782359152556552,2035.9916615617722,8842,-0.10883571421563833
250,26,1.1769916964933163,2033.8416515404506,8824,-0.10766478216195095
250,27,1.1763236691344323,2032.687300264299,8809,-0.10703610280834032
