z,transition,g_z,tau_z,d_lcdm,d_v90,distance_ratio,v_info_lcdm,v_info_v90,v_ratio,f_photon_z,z_model,redshift_residual,tau_over_tau0
0.0,0.05340332979982423,1.0096125993639684,1.0096125993639684,0.0,0.0,0.0,0.0,0.0,0.0,0.9904789229353673,0.0,0.0,1.0096125993639684
0.23,0.19193278644723683,1.0345479015605026,1.0345479015605026,965.6501939927988,530.5206783646951,0.5493921936380322,965.6501939927988,512.804363688199,0.5310456797692346,1.188925131590987,0.22999999999999998,-2.7755575615628914e-17,1.0345479015605026
0.46,0.5,1.09,1.09,1815.0282260025901,552.5200079155526,0.30441400304414007,1815.0282260025901,506.89908983078215,0.2792789018753578,1.3394495412844036,0.45999999999999996,-5.551115123125783e-17,1.09
0.69,0.8080672135527631,1.1454520984394974,1.1454520984394974,2554.619721307155,500.50503335925254,0.19592154134907905,2554.619721307155,436.9497720953271,0.1710429808596903,1.4753999772686832,0.69,0.0,1.1454520984394974
1.0,0.9669140216112958,1.1740445238900332,1.1740445238900332,3400.8451445536416,497.5945949467665,0.1463149816579124,3400.8451445536416,423.8294075066728,0.12462472988087203,1.703512907136842,1.0,0.0,1.1740445238900332
2.0,0.9999339478551454,1.1799881106139263,1.1799881106139263,5311.074281638229,505.8404638566826,0.09524258879328901,5311.074281638229,428.68267850046647,0.08071487156233804,2.542398497929911,2.0,0.0,1.1799881106139263
3.0,0.9999998724809571,1.1799999770465723,1.1799999770465723,6504.499831605109,464.6071731476949,0.07142857793464563,6504.499831605109,393.73490015700037,0.060532694342439367,3.389830574413755,3.0,0.0,1.1799999770465723
